,time_step,stimulus,type,familiarity,novelty,n_im
0,0,0,fam,0.00019948134849391582,8.519789817263504,3
1,1,1,fam,7.979253939756634e-05,9.436080549137658,3
2,2,2,fam,3.1917015759026536e-05,10.352371281011813,3
3,3,0,fam,0.09601276680630362,2.3432741087907005,3
4,4,1,fam,0.09600510672252144,2.343353893902841,3
5,5,2,fam,0.09600204268900858,2.3433858097301683,3
6,6,0,fam,0.10214481707560344,2.281363697374772,3
7,7,1,fam,0.10214432683024138,2.2813684968991392,3
8,8,2,fam,0.10214413073209655,2.281370416715336,3
9,9,0,fam,0.10253726829283863,2.277528953386763,3
10,10,1,fam,0.10253723691713545,2.277529259379974,3
11,11,2,fam,0.1025372243668542,2.277529381777285,3
12,12,0,fam,0.10256238517074168,2.2772840297352164,3
13,13,1,fam,0.10256238316269667,2.2772840493139834,3
14,14,2,fam,0.10256238235947868,2.27728405714549,3
15,15,0,fam,0.10256399265092747,2.2772683566637872,3
16,16,1,fam,0.1025639925224126,2.2772683579168085,3
17,17,2,fam,0.10256399247100666,2.277268358418017,3
18,18,0,fam,0.10256409552965938,2.277267353595579,3
19,19,1,fam,0.1025640955214344,2.277267353675773,3
20,20,2,fam,0.10256409551814444,2.27726735370785,3
21,21,0,fam,0.10256410211389821,2.2772672893992483,3
22,22,1,fam,0.1025641021133718,2.2772672894043806,3
23,23,2,fam,0.10256410211316125,2.2772672894064336,3
24,24,0,fam,0.1025641025352895,2.2772672852906832,3
25,25,1,fam,0.10256410253525582,2.2772672852910114,3
26,26,2,fam,0.10256410253524234,2.277267285291143,3
27,27,0,fam,0.10256410256225852,2.2772672850277353,3
28,28,1,fam,0.10256410256225637,2.277267285027756,3
29,29,2,fam,0.10256410256225551,2.2772672850277647,3
30,30,0,fam,0.10256410256398454,2.2772672850109066,3
31,31,1,fam,0.1025641025639844,2.277267285010908,3
32,32,2,fam,0.10256410256398436,2.2772672850109084,3
33,33,0,fam,0.10256410256409501,2.2772672850098297,3
34,34,1,fam,0.10256410256409501,2.2772672850098297,3
35,35,2,fam,0.10256410256409498,2.2772672850098297,3
36,36,0,fam,0.10256410256410209,2.2772672850097604,3
37,37,1,fam,0.10256410256410209,2.2772672850097604,3
38,38,2,fam,0.10256410256410209,2.2772672850097604,3
39,39,0,fam,0.10256410256410253,2.277267285009756,3
40,40,1,fam,0.10256410256410253,2.277267285009756,3
41,41,2,fam,0.10256410256410253,2.277267285009756,3
42,42,0,fam,0.10256410256410256,2.277267285009756,3
43,43,1,fam,0.10256410256410256,2.277267285009756,3
44,44,2,fam,0.10256410256410256,2.277267285009756,3
45,45,0,fam,0.10256410256410256,2.277267285009756,3
46,46,1,fam,0.10256410256410256,2.277267285009756,3
47,47,2,fam,0.10256410256410256,2.277267285009756,3
48,48,0,fam,0.10256410256410256,2.277267285009756,3
49,49,1,fam,0.10256410256410256,2.277267285009756,3
50,50,2,fam,0.10256410256410256,2.277267285009756,3
51,51,0,fam,0.10256410256410256,2.277267285009756,3
52,52,1,fam,0.10256410256410256,2.277267285009756,3
53,53,3,nov,1.618384967376958e-25,57.08319860659372,3
54,54,0,fam,0.10256410256410256,2.277267285009756,3
55,55,1,fam,0.10256410256410256,2.277267285009756,3
56,56,2,fam,0.006564102564102565,5.026139480632221,3
57,57,0,fam,0.10256410256410256,2.277267285009756,3
58,58,1,fam,0.10256410256410256,2.277267285009756,3
59,59,2,fam,0.09642010256410256,2.339040566282943,3
0,0,0,fam,0.00019948134849391582,8.519789817263504,6
1,1,1,fam,7.979253939756634e-05,9.436080549137658,6
2,2,2,fam,3.1917015759026536e-05,10.352371281011813,6
3,3,3,fam,1.2766806303610616e-05,11.268662012885969,6
4,4,4,fam,5.106722521444246e-06,12.184952744760123,6
5,5,5,fam,2.042689008577699e-06,13.101243476634279,6
6,6,0,fam,0.006144817075603434,5.092146304413165,6
7,7,1,fam,0.006144326830241373,5.092226089525306,6
8,8,2,fam,0.006144130732096551,5.092258005352633,6
9,9,3,fam,0.00614405229283862,5.092270771968783,6
10,10,4,fam,0.006144020917135449,5.09227587866088,6
11,11,5,fam,0.006144008366854181,5.092277921345021,6
12,12,0,fam,0.006169169170741673,5.08819110641355,6
13,13,1,fam,0.00616916716269667,5.088191431910432,6
14,14,2,fam,0.00616916635947867,5.088191562109214,6
15,15,3,fam,0.006169166038191468,5.088191614188733,6
16,16,4,fam,0.006169165909676588,5.08819163502054,6
