subID,var_name,mle_ll,mle_var,opt_success,opt_it,opt_time,cvID,ll_per_mouse
-1,lambda_N,5440.686010458995,0.10470768493282773,True,178,3312.766622327268,0,302.26033391438864
-1,beta_1,5440.686010458995,0.9430434179814733,True,178,3312.766622327268,0,302.26033391438864
-1,epsilon,5440.686010458995,1.7882120094482337e-06,True,178,3312.766622327268,0,302.26033391438864
-1,k_leak,5440.686010458995,0.24097344247225708,True,178,3312.766622327268,0,302.26033391438864
-1,alph_leak,5440.686010458995,0.4991822663952886,True,178,3312.766622327268,0,302.26033391438864
-1,eps_leak,5440.686010458995,0.00018804784213985367,True,178,3312.766622327268,0,302.26033391438864
-1,lambda_N,6247.637682701048,0.12828629853956713,True,175,3352.6768416315317,1,347.09098237228045
-1,beta_1,6247.637682701048,0.9675616029155287,True,175,3352.6768416315317,1,347.09098237228045
-1,epsilon,6247.637682701048,0.0008946717714666145,True,175,3352.6768416315317,1,347.09098237228045
-1,k_leak,6247.637682701048,0.9996938142513546,True,175,3352.6768416315317,1,347.09098237228045
-1,alph_leak,6247.637682701048,0.4986994741954513,True,175,3352.6768416315317,1,347.09098237228045
-1,eps_leak,6247.637682701048,0.00013507118775548359,True,175,3352.6768416315317,1,347.09098237228045
-1,lambda_N,6303.702487687293,0.12313031743098982,True,166,3189.43479048647,2,350.20569376040515
-1,beta_1,6303.702487687293,0.9670149549562246,True,166,3189.43479048647,2,350.20569376040515
-1,epsilon,6303.702487687293,0.0009940400623154398,True,166,3189.43479048647,2,350.20569376040515
-1,k_leak,6303.702487687293,0.9998935707026467,True,166,3189.43479048647,2,350.20569376040515
-1,alph_leak,6303.702487687293,0.49869493015543026,True,166,3189.43479048647,2,350.20569376040515
-1,eps_leak,6303.702487687293,0.00012638982512220984,True,166,3189.43479048647,2,350.20569376040515
-1,lambda_N,5977.465663237624,0.12489529539466283,True,180,3700.1348720267415,3,332.0814257354235
