outer_resampling_id,train_mse
0,7.76915316073578e-06
1,8.430308011372811e-06
2,8.534979899245752e-06
3,8.292061887101519e-06
4,8.377252605253282e-06
5,8.59403395374245e-06
6,8.425759602474863e-06
7,8.578560489019763e-06
8,8.4168792805652e-06
9,8.199734245845609e-06
10,8.234128929777254e-06
11,8.213681522930298e-06
12,8.547388867977236e-06
13,7.283820384661264e-06
14,7.549563783531128e-06
15,7.95356612023679e-06
16,5.738476515228252e-06
17,8.005159899029564e-06
18,8.461252489022078e-06
19,8.253333601054896e-06
