outer_resampling_id,train_mse
0,7.60829114657854e-06
1,8.246016005937478e-06
2,8.358899561290177e-06
3,8.119894204523566e-06
4,8.204021317396319e-06
5,8.414908667555243e-06
6,8.241384784694605e-06
7,8.397955233368058e-06
8,8.243079668576988e-06
9,8.028556905001821e-06
10,8.062598156648346e-06
11,8.042362843997922e-06
12,8.36555470900586e-06
13,7.200756669865389e-06
14,7.372888364212351e-06
15,7.77449273223435e-06
16,5.587246522040201e-06
17,7.877323561286482e-06
18,8.27389598238385e-06
19,8.05828843145386e-06
