outer_resampling_id,train_mse
0,8.43719386176182e-06
1,7.795821280286638e-06
2,6.973351852419018e-06
3,7.461480662264542e-06
4,8.80084062654401e-06
5,8.923825033115228e-06
6,7.543032287559953e-06
7,8.663881725146958e-06
8,8.805404338808943e-06
9,8.912889371462493e-06
10,8.559540446887979e-06
11,7.277376937176863e-06
12,8.492305362092604e-06
13,8.813350807957335e-06
14,8.87523771003665e-06
15,8.924566341803198e-06
16,8.874976187842936e-06
17,8.855852500780191e-06
18,8.90340211206657e-06
19,8.913333809418337e-06
