outer_resampling_id,train_mse
0,7.768998785467815e-06
1,8.43020089001743e-06
2,8.534874697867304e-06
3,8.291957640706907e-06
4,8.377148096556656e-06
5,8.593928019085488e-06
6,8.425652464652597e-06
7,8.578454216695584e-06
8,8.416774632542068e-06
9,8.199630245519314e-06
10,8.234024841430533e-06
11,8.213577487377319e-06
12,8.547282310865297e-06
13,7.283808176328202e-06
14,7.5494579326552035e-06
15,7.953460185645485e-06
16,5.738409962051182e-06
17,8.005106762384581e-06
18,8.461139184426562e-06
19,8.253214512077894e-06
