outer_resampling_id,train_mse
0,7.776114946062791e-06
1,8.438062079917752e-06
2,8.542405762747816e-06
3,8.29933153585987e-06
4,8.384564720852193e-06
5,8.601739542881301e-06
6,8.433516577290792e-06
7,8.586166993323785e-06
8,8.424214086964927e-06
9,8.206964351886747e-06
10,8.241373147474541e-06
11,8.220917272065822e-06
12,8.555044429248346e-06
13,7.287587489176025e-06
14,7.557265858260697e-06
15,7.961271706213913e-06
16,5.744594989937069e-06
17,8.010203069510502e-06
18,8.468831049537e-06
19,8.261180848779851e-06
