outer_resampling_id,train_mse
0,3.970851717782509e-06
1,4.18860037709556e-06
2,4.373285396099532e-06
3,4.211337189397439e-06
4,4.274672909350662e-06
5,4.386767765010194e-06
6,4.09509764134362e-06
7,4.324866612388482e-06
8,4.3026265053700145e-06
9,4.139379182928704e-06
10,4.166503854217615e-06
11,4.150418959780906e-06
12,4.2686329407937585e-06
13,4.337500050998466e-06
14,4.102619967430125e-06
15,4.091824089324633e-06
16,2.7226549451565534e-06
17,4.326471917079756e-06
18,4.291295057992782e-06
19,3.757086430783168e-06
