n_im,nt,nt,nt,nt_norm,nt_norm,nt_norm,steady,steady,steady,sample_id,parent_id,perm_id,rotate,ksim,alph_k
,mean,std,sem,mean,std,sem,mean,std,sem,,,,,,
3,1.335665891747439,,,-2.1955187736925246,,,3.5311846654399637,,,0,12345,0,0.0,0.28868679127047286,0.8
6,1.4895267066063493,,,-6.895830471461513,,,8.385357178067862,,,0,12345,0,0.0,0.28868679127047286,0.8
9,4.42716226171366,,,-7.337887700858907,,,11.765049962572567,,,0,12345,0,0.0,0.28868679127047286,0.8
12,5.880703595822073,,,-7.477885706307585,,,13.358589302129658,,,0,12345,0,0.0,0.28868679127047286,0.8
3,7.113193946760883,,,3.5820092813209192,,,3.5311846654399637,,,0,12345,0,1.5707963267948966,0.028782830246681015,0.8
6,7.275514150894483,,,-1.1098430271733788,,,8.385357178067862,,,0,12345,0,1.5707963267948966,0.028782830246681015,0.8
9,10.020605412579403,,,-1.7444445499931636,,,11.765049962572567,,,0,12345,0,1.5707963267948966,0.028782830246681015,0.8
12,8.602742861146249,,,-4.75584644098341,,,13.358589302129658,,,0,12345,0,1.5707963267948966,0.028782830246681015,0.8
3,9.353285030720407,,,5.822100365280443,,,3.5311846654399637,,,0,12345,0,1.5990706606772047,0.027758513011792746,0.8
6,9.51945011146268,,,1.1340929333948182,,,8.385357178067862,,,0,12345,0,1.5990706606772047,0.027758513011792746,0.8
9,11.435075326087578,,,-0.32997463648498915,,,11.765049962572567,,,0,12345,0,1.5990706606772047,0.027758513011792746,0.8
12,8.90716672014651,,,-4.451422581983149,,,13.358589302129658,,,0,12345,0,1.5990706606772047,0.027758513011792746,0.8
3,14.037409168260037,,,10.506224502820073,,,3.5311846654399637,,,0,12345,0,1.8849555921538759,0.025709428826417705,0.8
6,9.411810727372801,,,1.0264535493049394,,,8.385357178067862,,,0,12345,0,1.8849555921538759,0.025709428826417705,0.8
9,8.986733228785045,,,-2.7783167337875216,,,11.765049962572567,,,0,12345,0,1.8849555921538759,0.025709428826417705,0.8
12,8.613436935475526,,,-4.745152366654132,,,13.358589302129658,,,0,12345,0,1.8849555921538759,0.025709428826417705,0.8
3,89.95631060676004,,,86.42512594132008,,,3.5311846654399637,,,0,12345,0,3.141592653589793,2.6982786226110566e-06,0.8
6,123.86149360399256,,,115.4761364259247,,,8.385357178067862,,,0,12345,0,3.141592653589793,2.6982786226110566e-06,0.8
9,128.4918729410518,,,116.72682297847925,,,11.765049962572567,,,0,12345,0,3.141592653589793,2.6982786226110566e-06,0.8
12,154.4843987092028,,,141.12580940707312,,,13.358589302129658,,,0,12345,0,3.141592653589793,2.6982786226110566e-06,0.8
3,1.3356660949957249,,,-2.1955190538696283,,,3.531185148865353,,,0,12345,1,0.0,0.28868679127047286,0.8
6,1.4010714153181154,,,-6.986164637494062,,,8.387236052812177,,,0,12345,1,0.0,0.28868679127047286,0.8
9,3.2081564594596643,,,-8.555814369171294,,,11.763970828630958,,,0,12345,1,0.0,0.28868679127047286,0.8
12,5.603121745556181,,,-7.388174579859444,,,12.991296325415625,,,0,12345,1,0.0,0.28868679127047286,0.8
3,7.113191771637534,,,3.5820066227721807,,,3.531185148865353,,,0,12345,1,1.5707963267948966,0.028782830246681015,0.8
6,7.185539200177666,,,-1.2016968526345115,,,8.387236052812177,,,0,12345,1,1.5707963267948966,0.028782830246681015,0.8
9,9.05532153937488,,,-2.708649289256078,,,11.763970828630958,,,0,12345,1,1.5707963267948966,0.028782830246681015,0.8
12,13.345414671691012,,,0.35411834627538674,,,12.991296325415625,,,0,12345,1,1.5707963267948966,0.028782830246681015,0.8
3,9.35327172659579,,,5.8220865777304365,,,3.531185148865353,,,0,12345,1,1.5990706606772047,0.027758513011792756,0.8
6,9.439448729665388,,,1.0522126768532107,,,8.387236052812177,,,0,12345,1,1.5990706606772047,0.027758513011792756,0.8
9,10.811093488442276,,,-0.9528773401886816,,,11.763970828630958,,,0,12345,1,1.5990706606772047,0.027758513011792756,0.8
12,11.553981403421307,,,-1.437314921994318,,,12.991296325415625,,,0,12345,1,1.5990706606772047,0.027758513011792756,0.8
3,14.037311969179374,,,10.506126820314021,,,3.531185148865353,,,0,12345,1,1.8849555921538759,0.025709428826417705,0.8
6,10.231409102515476,,,1.8441730497032989,,,8.387236052812177,,,0,12345,1,1.8849555921538759,0.025709428826417705,0.8
9,7.678939492815008,,,-4.08503133581595,,,11.763970828630958,,,0,12345,1,1.8849555921538759,0.025709428826417705,0.8
12,7.490906822005346,,,-5.500389503410279,,,12.991296325415625,,,0,12345,1,1.8849555921538759,0.025709428826417705,0.8
3,89.94680073575978,,,86.41561558689443,,,3.531185148865353,,,0,12345,1,3.141592653589793,2.6982786226110566e-06,0.8
6,124.16900994450475,,,115.78177389169258,,,8.387236052812177,,,0,12345,1,3.141592653589793,2.6982786226110566e-06,0.8
9,126.93831559404991,,,115.17434476541895,,,11.763970828630958,,,0,12345,1,3.141592653589793,2.6982786226110566e-06,0.8
12,178.8504790435464,,,165.85918271813077,,,12.991296325415625,,,0,12345,1,3.141592653589793,2.6982786226110566e-06,0.8
3,1.3356661955960145,,,-2.195518496189557,,,3.531184691785571,,,0,12345,2,0.0,0.2886867912704728,0.8
6,1.8750293690867186,,,-6.541459009363075,,,8.416488378449793,,,0,12345,2,0.0,0.2886867912704728,0.8
9,3.791789183944989,,,-7.874737977850108,,,11.666527161795097,,,0,12345,2,0.0,0.2886867912704728,0.8
12,4.550910004991175,,,-9.630220898197308,,,14.181130903188484,,,0,12345,2,0.0,0.2886867912704728,0.8
3,7.113189569434285,,,3.5820048776487137,,,3.531184691785571,,,0,12345,2,1.5707963267948966,0.028782830246681015,0.8
6,7.667645535482793,,,-0.7488428429670009,,,8.416488378449793,,,0,12345,2,1.5707963267948966,0.028782830246681015,0.8
9,9.524348522178961,,,-2.1421786396161355,,,11.666527161795097,,,0,12345,2,1.5707963267948966,0.028782830246681015,0.8
12,10.604702501156162,,,-3.576428402032322,,,14.181130903188484,,,0,12345,2,1.5707963267948966,0.028782830246681015,0.8
