n_im,nt,nt,nt,nt_norm,nt_norm,nt_norm,steady,steady,steady,sample_id,parent_id,perm_id,rotate,ksim,alph_k
,mean,std,sem,mean,std,sem,mean,std,sem,,,,,,
3,1.3590408244098668,,,-0.26014590690636896,,,1.6191867313162358,,,0,12345,0,0.0,0.2886867912704728,0.30000000000000004
6,1.3412110625002438,,,-1.622883552487205,,,2.9640946149874488,,,0,12345,0,0.0,0.2886867912704728,0.30000000000000004
9,1.3371034162893973,,,-2.7767309503478685,,,4.113834366637266,,,0,12345,0,0.0,0.2886867912704728,0.30000000000000004
12,1.3358485290820599,,,-3.8739569174339397,,,5.2098054465159995,,,0,12345,0,0.0,0.2886867912704728,0.30000000000000004
3,6.837116892703785,,,5.217930161387549,,,1.6191867313162358,,,0,12345,0,1.5707963267948966,0.028782830246681015,0.30000000000000004
6,7.040308097150103,,,4.076213482162654,,,2.9640946149874488,,,0,12345,0,1.5707963267948966,0.028782830246681015,0.30000000000000004
9,7.09371349943195,,,2.979879132794684,,,4.113834366637266,,,0,12345,0,1.5707963267948966,0.028782830246681015,0.30000000000000004
12,7.110694565101342,,,1.9008891185853427,,,5.2098054465159995,,,0,12345,0,1.5707963267948966,0.028782830246681015,0.30000000000000004
3,8.264493943917438,,,6.645307212601202,,,1.6191867313162358,,,0,12345,0,1.5990706606772047,0.02775851301179275,0.30000000000000004
6,9.02167264416386,,,6.057578029176412,,,2.9640946149874488,,,0,12345,0,1.5990706606772047,0.02775851301179275,0.30000000000000004
9,9.26062373357146,,,5.146789366934194,,,4.113834366637266,,,0,12345,0,1.5990706606772047,0.02775851301179275,0.30000000000000004
12,9.34120348053522,,,4.131398034019221,,,5.2098054465159995,,,0,12345,0,1.5990706606772047,0.02775851301179275,0.30000000000000004
3,10.673026278428923,,,9.053839547112688,,,1.6191867313162358,,,0,12345,0,1.8849555921538759,0.025709428826417705,0.30000000000000004
6,12.894988484763255,,,9.930893869775806,,,2.9640946149874488,,,0,12345,0,1.8849555921538759,0.025709428826417705,0.30000000000000004
9,13.70831384021662,,,9.594479473579355,,,4.113834366637266,,,0,12345,0,1.8849555921538759,0.025709428826417705,0.30000000000000004
12,13.993560002827119,,,8.78375455631112,,,5.2098054465159995,,,0,12345,0,1.8849555921538759,0.025709428826417705,0.30000000000000004
3,23.666478862511653,,,22.047292131195416,,,1.6191867313162358,,,0,12345,0,3.141592653589793,2.6982786226110566e-06,0.30000000000000004
6,42.92584210357875,,,39.9617474885913,,,2.9640946149874488,,,0,12345,0,3.141592653589793,2.6982786226110566e-06,0.30000000000000004
9,62.18237388340951,,,58.06853951677225,,,4.113834366637266,,,0,12345,0,3.141592653589793,2.6982786226110566e-06,0.30000000000000004
12,81.41989956496582,,,76.21009411844982,,,5.2098054465159995,,,0,12345,0,3.141592653589793,2.6982786226110566e-06,0.30000000000000004
3,1.3590415432829723,,,-0.26014581054112385,,,1.6191873538240962,,,0,12345,1,0.0,0.28868679127047286,0.30000000000000004
6,1.341211207847502,,,-1.622883514288725,,,2.964094722136227,,,0,12345,1,0.0,0.28868679127047286,0.30000000000000004
9,1.3371033861123558,,,-2.77673092265054,,,4.113834308762896,,,0,12345,1,0.0,0.28868679127047286,0.30000000000000004
12,1.335848657864521,,,-3.8739570480579304,,,5.209805705922451,,,0,12345,1,0.0,0.28868679127047286,0.30000000000000004
3,6.837109296396645,,,5.2179219425725485,,,1.6191873538240962,,,0,12345,1,1.5707963267948966,0.028782830246681015,0.30000000000000004
6,7.040306216252954,,,4.076211494116727,,,2.964094722136227,,,0,12345,1,1.5707963267948966,0.028782830246681015,0.30000000000000004
9,7.093713944309369,,,2.9798796355464727,,,4.113834308762896,,,0,12345,1,1.5707963267948966,0.028782830246681015,0.30000000000000004
12,7.110692871093069,,,1.9008871651706176,,,5.209805705922451,,,0,12345,1,1.5707963267948966,0.028782830246681015,0.30000000000000004
3,8.264469350316572,,,6.645281996492476,,,1.6191873538240962,,,0,12345,1,1.5990706606772047,0.02775851301179275,0.30000000000000004
6,9.02166458800302,,,6.0575698658667925,,,2.964094722136227,,,0,12345,1,1.5990706606772047,0.02775851301179275,0.30000000000000004
9,9.2606264445969,,,5.146792135834004,,,4.113834308762896,,,0,12345,1,1.5990706606772047,0.02775851301179275,0.30000000000000004
12,9.341194084623995,,,4.131388378701543,,,5.209805705922451,,,0,12345,1,1.5990706606772047,0.02775851301179275,0.30000000000000004
3,10.672965055663452,,,9.053777701839357,,,1.6191873538240962,,,0,12345,1,1.8849555921538759,0.025709428826417708,0.30000000000000004
6,12.894962189234118,,,9.93086746709789,,,2.964094722136227,,,0,12345,1,1.8849555921538759,0.025709428826417708,0.30000000000000004
9,13.708370042553039,,,9.594535733790142,,,4.113834308762896,,,0,12345,1,1.8849555921538759,0.025709428826417708,0.30000000000000004
12,13.993451321123185,,,8.783645615200733,,,5.209805705922451,,,0,12345,1,1.8849555921538759,0.025709428826417708,0.30000000000000004
3,23.66647880074751,,,22.047291446923413,,,1.6191873538240962,,,0,12345,1,3.141592653589793,2.6982786226110566e-06,0.30000000000000004
6,42.925958107599605,,,39.96186338546338,,,2.964094722136227,,,0,12345,1,3.141592653589793,2.6982786226110566e-06,0.30000000000000004
9,62.18256815216108,,,58.068733843398185,,,4.113834308762896,,,0,12345,1,3.141592653589793,2.6982786226110566e-06,0.30000000000000004
12,81.41674496493427,,,76.20693925901182,,,5.209805705922451,,,0,12345,1,3.141592653589793,2.6982786226110566e-06,0.30000000000000004
3,1.3590419337986668,,,-0.2601463822996757,,,1.6191883160983425,,,0,12345,2,0.0,0.28868679127047286,0.30000000000000004
6,1.341211116461906,,,-1.622883607325259,,,2.964094723787165,,,0,12345,2,0.0,0.28868679127047286,0.30000000000000004
9,1.3371033683222486,,,-2.7767308987784305,,,4.113834267100679,,,0,12345,2,0.0,0.28868679127047286,0.30000000000000004
12,1.3358485812263878,,,-3.873957082465821,,,5.209805663692209,,,0,12345,2,0.0,0.28868679127047286,0.30000000000000004
3,6.837105261644063,,,5.217916945545721,,,1.6191883160983425,,,0,12345,2,1.5707963267948966,0.028782830246681018,0.30000000000000004
