n_im,nt,nt,nt,nt_norm,nt_norm,nt_norm,steady,steady,steady,sample_id,parent_id,perm_id,rotate,ksim,alph_k
,mean,std,sem,mean,std,sem,mean,std,sem,,,,,,
3,1.3829146141297657,,,-0.10293626874667683,,,1.4858508828764425,,,0,12345,0,0.0,0.28868679127047286,0.2
6,1.3510742845817696,,,-1.1823911348968525,,,2.533465419478622,,,0,12345,0,0.0,0.28868679127047286,0.2
9,1.3421024960271979,,,-2.0112891002734212,,,3.3533915963006193,,,0,12345,0,0.0,0.28868679127047286,0.2
12,1.338489680470568,,,-2.7534655732023188,,,4.091955253672887,,,0,12345,0,0.0,0.28868679127047286,0.2
3,6.612610007752417,,,5.126759124875974,,,1.4858508828764425,,,0,12345,0,1.5707963267948966,0.028782830246681015,0.2
6,6.923079250536,,,4.389613831057378,,,2.533465419478622,,,0,12345,0,1.5707963267948966,0.028782830246681015,0.2
9,7.029118338790829,,,3.6757267424902094,,,3.3533915963006193,,,0,12345,0,1.5707963267948966,0.028782830246681015,0.2
12,7.075332492476332,,,2.9833772388034454,,,4.091955253672887,,,0,12345,0,1.5707963267948966,0.028782830246681015,0.2
3,7.621748003558378,,,6.1358971206819355,,,1.4858508828764425,,,0,12345,0,1.5990706606772047,0.02775851301179275,0.2
6,8.559746276514119,,,6.026280857035497,,,2.533465419478622,,,0,12345,0,1.5990706606772047,0.02775851301179275,0.2
9,8.974101845076332,,,5.620710248775712,,,3.3533915963006193,,,0,12345,0,1.5990706606772047,0.02775851301179275,0.2
12,9.176002871768418,,,5.084047618095531,,,4.091955253672887,,,0,12345,0,1.5990706606772047,0.02775851301179275,0.2
3,9.195651376364111,,,7.709800493487669,,,1.4858508828764425,,,0,12345,0,1.8849555921538759,0.025709428826417705,0.2
6,11.471905804996487,,,8.938440385517865,,,2.533465419478622,,,0,12345,0,1.8849555921538759,0.025709428826417705,0.2
9,12.738746084146715,,,9.385354487846095,,,3.3533915963006193,,,0,12345,0,1.8849555921538759,0.025709428826417705,0.2
12,13.414442621064904,,,9.322487367392018,,,4.091955253672887,,,0,12345,0,1.8849555921538759,0.025709428826417705,0.2
3,16.589415725919277,,,15.103564843042834,,,1.4858508828764425,,,0,12345,0,3.141592653589793,2.6982786226110566e-06,0.2
6,28.638860208035762,,,26.105394788557142,,,2.533465419478622,,,0,12345,0,3.141592653589793,2.6982786226110566e-06,0.2
9,40.68802180107689,,,37.334630204776275,,,3.3533915963006193,,,0,12345,0,3.141592653589793,2.6982786226110566e-06,0.2
12,52.736136464189485,,,48.6441812105166,,,4.091955253672887,,,0,12345,0,3.141592653589793,2.6982786226110566e-06,0.2
3,1.3829167410233867,,,-0.10293663827196808,,,1.4858533792953548,,,0,12345,1,0.0,0.28868679127047286,0.2
6,1.3510742361721644,,,-1.182391057437446,,,2.5334652936096105,,,0,12345,1,0.0,0.28868679127047286,0.2
