n_im,nt,nt,nt,nt_norm,nt_norm,nt_norm,steady,steady,steady,sample_id,parent_id,perm_id,rotate,ksim,alph_k
,mean,std,sem,mean,std,sem,mean,std,sem,,,,,,
3,1.341912158064159,,,-0.7076410689017012,,,2.0495532269658603,,,0,12345,0,0.0,0.28868679127047286,0.5
6,1.3359571808083397,,,-2.903610125274347,,,4.239567306082686,,,0,12345,0,0.0,0.28868679127047286,0.5
9,1.3353121454551369,,,-4.9968420218023315,,,6.332154167257468,,,0,12345,0,0.0,0.28868679127047286,0.5
12,1.3352396931090988,,,-7.077994557586258,,,8.413234250695357,,,0,12345,0,0.0,0.28868679127047286,0.5
3,7.03149679941874,,,4.981943572452879,,,2.0495532269658603,,,0,12345,0,1.5707963267948966,0.028782830246681015,0.5
6,7.109210583877644,,,2.8696432777949576,,,4.239567306082686,,,0,12345,0,1.5707963267948966,0.028782830246681015,0.5
9,7.118058613340477,,,0.7859044460830082,,,6.332154167257468,,,0,12345,0,1.5707963267948966,0.028782830246681015,0.5
12,7.119066106990139,,,-1.2941681437052184,,,8.413234250695357,,,0,12345,0,1.5707963267948966,0.028782830246681015,0.5
3,8.984290121561033,,,6.934736894595172,,,2.0495532269658603,,,0,12345,0,1.5990706606772047,0.027758513011792756,0.5
6,9.334064722547415,,,5.094497416464729,,,4.239567306082686,,,0,12345,0,1.5990706606772047,0.027758513011792756,0.5
9,9.376896372133205,,,3.044742204875736,,,6.332154167257468,,,0,12345,0,1.5990706606772047,0.027758513011792756,0.5
12,9.381517271787402,,,0.968283021092045,,,8.413234250695357,,,0,12345,0,1.5990706606772047,0.027758513011792756,0.5
3,12.774270812192201,,,10.72471758522634,,,2.0495532269658603,,,0,12345,0,1.8849555921538759,0.025709428826417705,0.5
6,13.96786735504144,,,9.728300048958754,,,4.239567306082686,,,0,12345,0,1.8849555921538759,0.025709428826417705,0.5
9,14.121019809209733,,,7.788865641952264,,,6.332154167257468,,,0,12345,0,1.8849555921538759,0.025709428826417705,0.5
12,14.116744679205848,,,5.703510428510491,,,8.413234250695357,,,0,12345,0,1.8849555921538759,0.025709428826417705,0.5
3,41.49861987082204,,,39.44906664385618,,,2.0495532269658603,,,0,12345,0,3.141592653589793,2.6982786226110566e-06,0.5
6,78.91234205934283,,,74.67277475326014,,,4.239567306082686,,,0,12345,0,3.141592653589793,2.6982786226110566e-06,0.5
9,110.69644259087545,,,104.36428842361798,,,6.332154167257468,,,0,12345,0,3.141592653589793,2.6982786226110566e-06,0.5
12,121.90227175917995,,,113.4890375084846,,,8.413234250695357,,,0,12345,0,3.141592653589793,2.6982786226110566e-06,0.5
3,1.3419124729879535,,,-0.7076414669096494,,,2.049553939897603,,,0,12345,1,0.0,0.28868679127047286,0.5
6,1.335957106047102,,,-2.9036101418231857,,,4.239567247870288,,,0,12345,1,0.0,0.28868679127047286,0.5
9,1.3353123043600106,,,-4.996842307020847,,,6.332154611380857,,,0,12345,1,0.0,0.28868679127047286,0.5
12,1.3352390926419528,,,-7.077997174223048,,,8.413236266865,,,0,12345,1,0.0,0.28868679127047286,0.5
3,7.0314928023600105,,,4.981938862462408,,,2.049553939897603,,,0,12345,1,1.5707963267948966,0.028782830246681015,0.5
6,7.109211636197373,,,2.8696443883270852,,,4.239567247870288,,,0,12345,1,1.5707963267948966,0.028782830246681015,0.5
9,7.118055612161392,,,0.7859010007805347,,,6.332154611380857,,,0,12345,1,1.5707963267948966,0.028782830246681015,0.5
12,7.119077580804398,,,-1.2941586860606025,,,8.413236266865,,,0,12345,1,1.5707963267948966,0.028782830246681015,0.5
3,8.984273802965223,,,6.93471986306762,,,2.049553939897603,,,0,12345,1,1.5990706606772047,0.02775851301179275,0.5
6,9.334076064125275,,,5.094508816254987,,,4.239567247870288,,,0,12345,1,1.5990706606772047,0.02775851301179275,0.5
9,9.376842883358995,,,3.0446882719781376,,,6.332154611380857,,,0,12345,1,1.5990706606772047,0.02775851301179275,0.5
12,9.381684821587864,,,0.9684485547228636,,,8.413236266865,,,0,12345,1,1.5990706606772047,0.02775851301179275,0.5
3,12.774248669730381,,,10.724694729832779,,,2.049553939897603,,,0,12345,1,1.8849555921538759,0.025709428826417705,0.5
6,13.96836752116573,,,9.728800273295441,,,4.239567247870288,,,0,12345,1,1.8849555921538759,0.025709428826417705,0.5
9,14.11765776189076,,,7.785503150509903,,,6.332154611380857,,,0,12345,1,1.8849555921538759,0.025709428826417705,0.5
12,14.126808168260677,,,5.713571901395676,,,8.413236266865,,,0,12345,1,1.8849555921538759,0.025709428826417705,0.5
3,41.49878293073525,,,39.44922899083765,,,2.049553939897603,,,0,12345,1,3.141592653589793,2.6982786226110566e-06,0.5
6,78.91109522613097,,,74.67152797826068,,,4.239567247870288,,,0,12345,1,3.141592653589793,2.6982786226110566e-06,0.5
9,110.63092469372637,,,104.29877008234551,,,6.332154611380857,,,0,12345,1,3.141592653589793,2.6982786226110566e-06,0.5
12,122.12637329967653,,,113.71313703281153,,,8.413236266865,,,0,12345,1,3.141592653589793,2.6982786226110566e-06,0.5
3,1.3419126304626647,,,-0.7076416667219589,,,2.0495542971846237,,,0,12345,2,0.0,0.28868679127047286,0.5
6,1.3359571152129597,,,-2.903610195527846,,,4.239567310740806,,,0,12345,2,0.0,0.28868679127047286,0.5
9,1.335312018164696,,,-4.9968421885904295,,,6.332154206755125,,,0,12345,2,0.0,0.28868679127047286,0.5
12,1.3352389110491265,,,-7.077994721471802,,,8.413233632520928,,,0,12345,2,0.0,0.28868679127047286,0.5
3,7.031490728077874,,,4.981936430893251,,,2.0495542971846237,,,0,12345,2,1.5707963267948966,0.028782830246681015,0.5
6,7.10921178298732,,,2.869644472246514,,,4.239567310740806,,,0,12345,2,1.5707963267948966,0.028782830246681015,0.5
9,7.118059590287968,,,0.7859053835328433,,,6.332154206755125,,,0,12345,2,1.5707963267948966,0.028782830246681015,0.5
12,7.11907738618609,,,-1.294156246334838,,,8.413233632520928,,,0,12345,2,1.5707963267948966,0.028782830246681015,0.5
3,8.984264953407274,,,6.93471065622265,,,2.0495542971846237,,,0,12345,2,1.5990706606772047,0.02775851301179275,0.5
6,9.334077415466673,,,5.094510104725868,,,4.239567310740806,,,0,12345,2,1.5990706606772047,0.02775851301179275,0.5
9,9.37689517017929,,,3.0447409634241653,,,6.332154206755125,,,0,12345,2,1.5990706606772047,0.02775851301179275,0.5
12,9.381635829461358,,,0.9684021969404295,,,8.413233632520928,,,0,12345,2,1.5990706606772047,0.02775851301179275,0.5
3,12.774218661701367,,,10.724664364516743,,,2.0495542971846237,,,0,12345,2,1.8849555921538759,0.025709428826417705,0.5
6,13.968479563483971,,,9.728912252743164,,,4.239567310740806,,,0,12345,2,1.8849555921538759,0.025709428826417705,0.5
9,14.12034840394412,,,7.788194197188996,,,6.332154206755125,,,0,12345,2,1.8849555921538759,0.025709428826417705,0.5
12,14.12206361214716,,,5.708829979626232,,,8.413233632520928,,,0,12345,2,1.8849555921538759,0.025709428826417705,0.5
3,41.49878064264186,,,39.44922634545724,,,2.0495542971846237,,,0,12345,2,3.141592653589793,2.6982786226110566e-06,0.5
6,78.91114324082916,,,74.67157593008835,,,4.239567310740806,,,0,12345,2,3.141592653589793,2.6982786226110566e-06,0.5
9,110.49475963191475,,,104.16260542515963,,,6.332154206755125,,,0,12345,2,3.141592653589793,2.6982786226110566e-06,0.5
12,122.12374199858843,,,113.7105083660675,,,8.413233632520928,,,0,12345,2,3.141592653589793,2.6982786226110566e-06,0.5
3,1.3419121867186128,,,-0.7076418129857829,,,2.0495539997043957,,,0,12345,3,0.0,0.28868679127047286,0.5
6,1.335957209639624,,,-2.9036101814906403,,,4.239567391130264,,,0,12345,3,0.0,0.28868679127047286,0.5
9,1.3353128173310758,,,-4.996842177292965,,,6.332154994624041,,,0,12345,3,0.0,0.28868679127047286,0.5
12,1.335238526200115,,,-7.077994177042012,,,8.413232703242127,,,0,12345,3,0.0,0.28868679127047286,0.5
3,7.0314962476370955,,,4.9819422479327,,,2.0495539997043957,,,0,12345,3,1.5707963267948966,0.028782830246681015,0.5
6,7.109210152734176,,,2.8696427616039113,,,4.239567391130264,,,0,12345,3,1.5707963267948966,0.028782830246681015,0.5
9,7.118049760906023,,,0.7858947662819817,,,6.332154994624041,,,0,12345,3,1.5707963267948966,0.028782830246681015,0.5
12,7.119079518097448,,,-1.2941531851446788,,,8.413232703242127,,,0,12345,3,1.5707963267948966,0.028782830246681015,0.5
3,8.984287105386919,,,6.934733105682524,,,2.0495539997043957,,,0,12345,3,1.5990706606772047,0.027758513011792756,0.5
6,9.33406388420868,,,5.094496493078416,,,4.239567391130264,,,0,12345,3,1.5990706606772047,0.027758513011792756,0.5
9,9.376808914124174,,,3.044653919500133,,,6.332154994624041,,,0,12345,3,1.5990706606772047,0.027758513011792756,0.5
12,9.381592031579585,,,0.9683593283374581,,,8.413232703242127,,,0,12345,3,1.5990706606772047,0.027758513011792756,0.5
3,12.77425063780455,,,10.724696638100156,,,2.0495539997043957,,,0,12345,3,1.8849555921538759,0.025709428826417705,0.5
6,13.96794202172419,,,9.728374630593926,,,4.239567391130264,,,0,12345,3,1.8849555921538759,0.025709428826417705,0.5
9,14.117394833788358,,,7.785239839164317,,,6.332154994624041,,,0,12345,3,1.8849555921538759,0.025709428826417705,0.5
12,14.116916360702994,,,5.703683657460868,,,8.413232703242127,,,0,12345,3,1.8849555921538759,0.025709428826417705,0.5
3,41.498781232057894,,,39.4492272323535,,,2.0495539997043957,,,0,12345,3,3.141592653589793,2.6982786226110566e-06,0.5
6,78.91132838536446,,,74.67176099423419,,,4.239567391130264,,,0,12345,3,3.141592653589793,2.6982786226110566e-06,0.5
9,110.65489276383765,,,104.3227377692136,,,6.332154994624041,,,0,12345,3,3.141592653589793,2.6982786226110566e-06,0.5
12,122.14032316548276,,,113.72709046224062,,,8.413232703242127,,,0,12345,3,3.141592653589793,2.6982786226110566e-06,0.5
3,1.3419120526215236,,,-0.7076415773415585,,,2.049553629963082,,,0,12345,4,0.0,0.2886867912704728,0.5
6,1.3359570837403008,,,-2.903610239515018,,,4.239567323255319,,,0,12345,4,0.0,0.2886867912704728,0.5
9,1.3353124231289597,,,-4.996842649717766,,,6.332155072846725,,,0,12345,4,0.0,0.2886867912704728,0.5
12,1.3352394769113853,,,-7.077993218081672,,,8.413232694993058,,,0,12345,4,0.0,0.2886867912704728,0.5
3,7.031497892034769,,,4.9819442620716865,,,2.049553629963082,,,0,12345,4,1.5707963267948966,0.028782830246681015,0.5
6,7.109211850757781,,,2.8696445275024622,,,4.239567323255319,,,0,12345,4,1.5707963267948966,0.028782830246681015,0.5
9,7.118055119317634,,,0.7859000464709087,,,6.332155072846725,,,0,12345,4,1.5707963267948966,0.028782830246681015,0.5
12,7.1190661419793075,,,-1.29416655301375,,,8.413232694993058,,,0,12345,4,1.5707963267948966,0.028782830246681015,0.5
3,8.984293390260804,,,6.934739760297722,,,2.049553629963082,,,0,12345,4,1.5990706606772047,0.02775851301179275,0.5
6,9.334069375496213,,,5.094502052240895,,,4.239567323255319,,,0,12345,4,1.5990706606772047,0.02775851301179275,0.5
9,9.376864182078599,,,3.0447091092318734,,,6.332155072846725,,,0,12345,4,1.5990706606772047,0.02775851301179275,0.5
12,9.38145860248505,,,0.968225907491993,,,8.413232694993058,,,0,12345,4,1.5990706606772047,0.02775851301179275,0.5
3,12.77423788869359,,,10.724684258730507,,,2.049553629963082,,,0,12345,4,1.8849555921538759,0.025709428826417708,0.5
6,13.967782091014087,,,9.728214767758768,,,4.239567323255319,,,0,12345,4,1.8849555921538759,0.025709428826417708,0.5
9,14.119844585879457,,,7.787689513032732,,,6.332155072846725,,,0,12345,4,1.8849555921538759,0.025709428826417708,0.5
12,14.111377490780331,,,5.6981447957872735,,,8.413232694993058,,,0,12345,4,1.8849555921538759,0.025709428826417708,0.5
3,41.49878371964078,,,39.4492300896777,,,2.049553629963082,,,0,12345,4,3.141592653589793,2.6982786226110566e-06,0.5
6,78.90803372331183,,,74.66846640005652,,,4.239567323255319,,,0,12345,4,3.141592653589793,2.6982786226110566e-06,0.5
9,110.60427741294183,,,104.2721223400951,,,6.332155072846725,,,0,12345,4,3.141592653589793,2.6982786226110566e-06,0.5
12,122.0021424393374,,,113.58890974434435,,,8.413232694993058,,,0,12345,4,3.141592653589793,2.6982786226110566e-06,0.5
3,1.3419125202328697,,,-0.7076415620202241,,,2.0495540822530938,,,0,12345,5,0.0,0.28868679127047286,0.5
6,1.3359573124056505,,,-2.903610111715241,,,4.239567424120891,,,0,12345,5,0.0,0.28868679127047286,0.5
9,1.335312488299529,,,-4.996842004504103,,,6.332154492803632,,,0,12345,5,0.0,0.28868679127047286,0.5
12,1.33524177220487,,,-7.077996110291683,,,8.413237882496553,,,0,12345,5,0.0,0.28868679127047286,0.5
3,7.031492209976111,,,4.9819381277230175,,,2.0495540822530938,,,0,12345,5,1.5707963267948966,0.028782830246681015,0.5
6,7.109209474640425,,,2.8696420505195332,,,4.239567424120891,,,0,12345,5,1.5707963267948966,0.028782830246681015,0.5
9,7.118053365770054,,,0.7858988729664222,,,6.332154492803632,,,0,12345,5,1.5707963267948966,0.028782830246681015,0.5
12,7.119044853366673,,,-1.2941930291298798,,,8.413237882496553,,,0,12345,5,1.5707963267948966,0.028782830246681015,0.5
3,8.98427118412646,,,6.934717101873366,,,2.0495540822530938,,,0,12345,5,1.5990706606772047,0.02775851301179275,0.5
6,9.334063520757892,,,5.094496096637001,,,4.239567424120891,,,0,12345,5,1.5990706606772047,0.02775851301179275,0.5
9,9.376834918495064,,,3.044680425691432,,,6.332154492803632,,,0,12345,5,1.5990706606772047,0.02775851301179275,0.5
12,9.38142650574094,,,0.9681886232443873,,,8.413237882496553,,,0,12345,5,1.5990706606772047,0.02775851301179275,0.5
3,12.774238344419757,,,10.724684262166663,,,2.0495540822530938,,,0,12345,5,1.8849555921538759,0.0257094288264177,0.5
6,13.968316862338735,,,9.728749438217843,,,4.239567424120891,,,0,12345,5,1.8849555921538759,0.0257094288264177,0.5
9,14.117877444181543,,,7.785722951377911,,,6.332154492803632,,,0,12345,5,1.8849555921538759,0.0257094288264177,0.5
12,14.1195154669673,,,5.706277584470747,,,8.413237882496553,,,0,12345,5,1.8849555921538759,0.0257094288264177,0.5
3,41.49901688720435,,,39.44946280495125,,,2.0495540822530938,,,0,12345,5,3.141592653589793,2.6982786226110566e-06,0.5
6,78.91518841687576,,,74.67562099275487,,,4.239567424120891,,,0,12345,5,3.141592653589793,2.6982786226110566e-06,0.5
9,110.49378805507932,,,104.16163356227568,,,6.332154492803632,,,0,12345,5,3.141592653589793,2.6982786226110566e-06,0.5
12,121.87047788782937,,,113.4572400053328,,,8.413237882496553,,,0,12345,5,3.141592653589793,2.6982786226110566e-06,0.5
3,1.3419126214315353,,,-0.7076417288959562,,,2.0495543503274916,,,0,12345,6,0.0,0.28868679127047286,0.5
6,1.3359570395929776,,,-2.9036102010283242,,,4.239567240621302,,,0,12345,6,0.0,0.28868679127047286,0.5
9,1.3353124758414532,,,-4.996842581904551,,,6.332155057746005,,,0,12345,6,0.0,0.28868679127047286,0.5
