outer_resampling_id,train_mse
0,4.021235182139021e-06
1,4.743198010074907e-06
2,4.928473797061441e-06
3,4.7250298679673155e-06
4,4.799417113690773e-06
5,4.960525741330915e-06
6,4.7379488682796875e-06
7,4.9273071271855345e-06
8,4.8332935331547505e-06
9,4.642811054721741e-06
10,4.673592606929312e-06
11,4.655312700982656e-06
12,4.884146559183693e-06
13,4.958254528168167e-06
14,4.812179177651016e-06
15,4.544028044567425e-06
16,3.655333321157976e-06
17,4.943309234424442e-06
18,4.911670028106353e-06
19,3.997840011716521e-06
