outer_resampling_id,train_mse
0,8.839511483973126e-06
1,8.193559573870263e-06
2,7.35321300794047e-06
3,7.836876224945563e-06
4,9.205106464640542e-06
5,9.319337180379485e-06
6,7.803187312514025e-06
7,8.963293544140728e-06
8,9.130231038101452e-06
9,9.310065814472903e-06
10,9.024997015411516e-06
11,7.68983202268951e-06
12,8.910895796599688e-06
13,9.247031249851282e-06
14,9.305980526784324e-06
15,9.300915836596743e-06
16,9.039062544663755e-06
17,9.288020218445104e-06
18,9.315302659604996e-06
19,9.159023390629513e-06
