outer_resampling_id,train_mse
0,6.546782797396873e-06
1,6.950841194560298e-06
2,7.11562888636749e-06
3,6.904920339379589e-06
4,6.981357157900918e-06
5,7.152042300822059e-06
6,6.938084782016982e-06
7,7.121944966001986e-06
8,7.016305852454922e-06
9,6.820742628790039e-06
10,6.852228881583898e-06
11,6.833526834537695e-06
12,7.080649205902047e-06
13,6.465017656271505e-06
14,6.239348974274548e-06
15,6.534274248048014e-06
16,4.5555353145668334e-06
17,6.862078660739686e-06
18,6.985139129824356e-06
19,6.674969159790065e-06
