,subID,var_name,mle_ll,mle_var,opt_success,opt_it,opt_time
0,-1,gamma,6617.663331765881,0.6989999455936684,True,695,20221.29705395922
1,-1,c_alph,6617.663331765881,0.19298324458169136,True,695,20221.29705395922
2,-1,a_alph,6617.663331765881,0.005858496771914665,True,695,20221.29705395922
3,-1,c_lam,6617.663331765881,0.876034704477415,True,695,20221.29705395922
4,-1,a_lam,6617.663331765881,0.0,True,695,20221.29705395922
5,-1,temp,6617.663331765881,0.1314492833640286,True,695,20221.29705395922
6,-1,c_w0,6617.663331765881,0.0017908789990745614,True,695,20221.29705395922
7,-1,a_w0,6617.663331765881,0.0050736166683590656,True,695,20221.29705395922
8,-1,lambda_N,6617.663331765881,0.002309694052283877,True,695,20221.29705395922
9,-1,beta_1,6617.663331765881,0.42072344246447246,True,695,20221.29705395922
10,-1,epsilon,6617.663331765881,0.0003194914435991911,True,695,20221.29705395922
11,-1,k_leak,6617.663331765881,0.9980287689993672,True,695,20221.29705395922
12,-1,w_mf,6617.663331765881,0.31147040705710904,True,695,20221.29705395922
