resampling_id,shift,coef,outer_resampling_id
0,0.07212028722421975,0.00014028545654282517,0
1,0.07212730352525892,0.00013919750352522862,0
2,0.0721391227967209,0.00013736479823198757,0
3,0.0721494115002004,0.00013576942398334387,0
4,0.07211634004103663,0.00014089750979305135,0
5,0.07212820912002849,0.0001390570813060299,0
6,0.07213353965722247,0.00013823052412239464,0
7,0.07214368221130937,0.00013665781191071134,0
8,0.07213266128385586,0.00013836672537001049,0
9,0.0720871838957011,0.0001454184840391582,0
10,0.07195071452781726,0.00016657952883717588,0
11,0.07212892802931523,0.00013894560668083187,0
12,0.07212548505452572,0.00013947947699101534,0
13,0.07211382673630867,0.00014128722475084855,0
14,0.07208599675123555,0.00014560256357007417,0
15,0.07082841918369928,0.00014093849366669082,0
16,0.07352752491047634,0.00014088285863920406,0
17,0.07135675559143706,0.0001408894435409556,0
18,0.07275238671371975,0.00014091760822810396,0
0,0.07212028722421975,0.00014028545654282517,1
1,0.07212972090146898,0.00013882266331688913,1
2,0.07214155392191338,0.00013698782609590333,1
3,0.07215188883737571,0.00013538528618185352,1
4,0.07211875093110173,0.00014052367533136059,1
5,0.07213064320585888,0.00013867965009116875,1
6,0.07213604146632534,0.00013784259168511342,1
7,0.07214630117206439,0.0001362517138483792,1
8,0.07213546436896927,0.00013793207684352463,1
9,0.07209024407271179,0.00014494397064592567,1
10,0.07195444241284622,0.0001660014801269839,1
11,0.07213135385371768,0.000138569456489495,1
12,0.07212794244473988,0.00013909843218070733,1
13,0.0721163360220636,0.00014089813297800513,1
14,0.07208857889214286,0.00014520217482143753,1
15,0.07083134997909758,0.0001405646529581626,1
16,0.07353010542310899,0.00014050901873283232,1
17,0.07135899306981099,0.0001405156052092225,1
18,0.07275428165434208,0.0001405437625127924,1
0,0.07212730352525892,0.00013919750352522862,2
1,0.07212972090146898,0.00013882266331688913,2
2,0.07214863548141531,0.0001358897540510613,2
3,0.07215910942157305,0.00013426565686112002,2
4,0.07212576436518273,0.0001394361668665006,2
5,0.0721377290099989,0.0001375809198694937,2
6,0.0721433269350803,0.0001367129013151272,2
7,0.07215393274573878,0.00013506835618427428,2
8,0.0721436283196979,0.0001366661683852333,2
9,0.07209913512776117,0.00014356531683442546,2
10,0.07196519191450682,0.00016433465415909395,2
11,0.07213841586013131,0.00013747441636145037,2
12,0.07213509508629287,0.00013798933809841971,2
13,0.07212363510203904,0.00013976633204175427,2
14,0.0720960782755106,0.00014403931468773317,2
15,0.07083987572284889,0.00013947714269133907,2
16,0.07353761234076285,0.00013942148854307614,2
17,0.07136550205755565,0.00013942808224175402,2
18,0.07275979411783101,0.00013945622930223325,2
0,0.0721391227967209,0.00013736479823198757,3
1,0.07214155392191338,0.00013698782609590333,3
2,0.07214863548141531,0.0001358897540510613,3
3,0.07217135730552215,0.00013236649058704186,3
4,0.07213757488106774,0.0001376048192197976,3
5,0.07214969265485693,0.00013572582792675244,3
6,0.07215564431102546,0.00013480295955892597,3
7,0.07216686785230444,0.00013306262864450611,3
8,0.072157441448799,0.00013452429399799263,3
9,0.07211404401213001,0.00014125353379537827,3
10,0.07198270714179542,0.00016161872958903015,3
11,0.07215034084490632,0.0001356253190808985,3
12,0.072147165437672,0.00013611770016083366,3
13,0.07213592382123618,0.0001378608338227989,3
14,0.07210863118275662,0.0001420928512673249,3
15,0.07085423213123887,0.00013764589582596282,3
16,0.07355025413359474,0.00013759006691420342,3
17,0.0713764632169431,0.0001375966895508137,3
18,0.0727690767656568,0.0001376248905895331,3
