,n_fam,nt_norm,steady
0,1,7.739934061883072,2.2984419942123777
1,3,13.258768763706419,2.2773516836339613
2,8,27.003214140352338,2.2772672851003684
3,18,54.4919360966676,2.277267285009756
4,38,109.4693800091169,2.277267285009756
