outer_resampling_id,train_mse
0,1.355224119457281e-05
1,1.2690856694545584e-05
2,1.1208411865092819e-05
3,1.0890850578481491e-05
4,1.2414376061895447e-05
5,1.41094952059202e-05
6,1.349264818107282e-05
7,1.3808993983207277e-05
8,1.3783281017090325e-05
9,1.4043396692622254e-05
10,1.3962112089943985e-05
11,1.234804404201535e-05
12,1.2891299277548853e-05
13,1.3934000980433571e-05
14,1.4101886269335216e-05
15,1.3654875706847834e-05
16,1.4051720667046038e-05
17,1.4040471759818384e-05
18,1.4088698197488043e-05
19,1.409451694500446e-05
