n_im,steady,sample_id
3,1.5335067724647378,0
6,2.019780424698382,0
9,2.1900788547149146,0
12,2.227348936874649,0
3,1.6987000130643202,1
6,2.1184530662273966,1
9,2.1530181047080243,1
12,2.2057671625155253,1
3,1.6655660774965149,2
6,1.6636111808191671,2
9,1.997882332044938,2
12,2.0474610544221368,2
3,1.6383178147173738,3
6,1.9972040723437163,3
9,2.1714523962945784,3
12,2.201807241323964,3
3,1.9263237806683529,4
6,2.1074789651680588,4
9,2.2285543974484083,4
12,2.28775837263513,4
3,1.5910564837137842,5
6,1.8968031801130352,5
9,2.061549187497213,5
12,2.1537151660135683,5
3,1.593444863319996,6
6,2.0697713729555614,6
9,2.239271455684222,6
12,2.2998768128856524,6
3,1.6759982573864047,7
6,1.7806845506537905,7
9,1.991758813002968,7
12,2.12876210287254,7
3,1.5129281653947586,8
6,1.3883903403657947,8
9,1.85009603189109,8
12,2.1354522991444753,8
3,1.7754958531479,9
6,1.8224347567325905,9
9,1.9568851128122535,9
12,2.0408286247573466,9
3,1.5574914281139824,10
6,1.8556533009078893,10
9,1.952923910274693,10
12,2.0225742155635746,10
3,1.5683107133565484,11
6,1.9386108308062195,11
9,1.978582512021728,11
12,2.1327845517967643,11
3,1.4485740534135652,12
6,1.8672289999613503,12
9,2.01190892934272,12
12,2.1923797535465352,12
3,1.6573354321079934,13
6,1.7951903373666729,13
9,2.0173010239157954,13
12,2.0923409068993326,13
3,1.6157017973821979,14
6,1.8509233988488594,14
9,2.0510506255993732,14
12,2.213820383408669,14
3,1.63638480373038,15
6,1.9870718187834924,15
9,2.07659273366525,15
12,2.273363789101156,15
3,1.7135178111289648,16
6,1.6713892029090724,16
9,1.8631959634735633,16
12,1.9879359398066905,16
3,1.7169215768399702,17
6,1.9169734603857456,17
9,2.02299016777506,17
12,2.080383437828266,17
3,1.6749264828994552,18
6,2.0413251210569525,18
9,2.153890662041846,18
12,2.2286461350330824,18
3,1.2776315993128253,19
6,1.773024975964469,19
9,1.8407626118351528,19
12,2.089246747182008,19
3,1.8423363596310058,20
6,1.9197910621776026,20
9,2.0173185962530393,20
12,2.192584483155135,20
3,1.6219107637157189,21
6,1.841031454008423,21
9,2.075052293787526,21
12,2.0827877898967793,21
3,1.800601053057618,22
6,2.0036728276829034,22
9,2.179882050906195,22
12,2.261023488391657,22
3,1.5466583611698164,23
6,2.0107519153591364,23
9,2.0646750450998983,23
12,2.247877835739135,23
3,1.5362890923428765,24
6,2.049240229633671,24
9,2.079051493885391,24
12,2.1600476229541763,24
3,1.701663701795726,25
6,1.9672834599771676,25
9,2.197329554632799,25
12,2.2709326291913983,25
3,1.715130849735256,26
6,1.900357040049625,26
9,2.1581200379040055,26
12,2.292093976433771,26
3,1.8278783639210474,27
6,2.0765627927861927,27
9,2.202413794685595,27
12,2.193977629192611,27
3,1.7987295554256026,28
6,1.921392515837236,28
9,2.1121294924070795,28
12,2.3092871423954224,28
3,1.5767835465759497,29
6,1.716903061615914,29
9,2.1048064821977124,29
12,2.2012900134788342,29
3,1.798934983347692,30
6,1.9778400933061933,30
9,2.1792058009702617,30
12,2.3033010858565963,30
3,1.8719598608022794,31
6,1.992911750946066,31
9,2.1740434113122893,31
12,2.242138331037962,31
3,1.4905778506142535,32
6,2.00773685031027,32
9,2.1335889161798915,32
12,2.222155762052091,32
3,1.7040612713093415,33
6,1.8908539739533259,33
9,2.138854952384747,33
12,2.2071490946917622,33
3,1.4671803969427364,34
6,1.8543223849668131,34
9,2.07627662087319,34
12,2.140961583230145,34
3,1.518648263413275,35
6,1.93698538694775,35
9,2.1010309125252116,35
12,2.232149033486963,35
3,1.8015422858940227,36
6,1.8101814829802234,36
9,2.057489872617696,36
12,2.17672311573489,36
3,1.5940367131996418,37
6,1.8323312291314717,37
9,2.0723657412155445,37
12,2.2306210887582285,37
3,1.509914839535427,38
6,1.8166470945124569,38
9,1.9897421885799167,38
12,2.0974972038576807,38
3,1.5631644671709577,39
6,1.827570676007215,39
9,2.0984132658042465,39
12,2.1197308111706827,39
3,1.649166841781057,40
6,1.9266225685215714,40
9,2.013715559392516,40
12,2.1128509880437725,40
3,1.712533437469289,41
6,2.0908582184318614,41
9,2.132255123849863,41
12,2.2215640828796213,41
3,1.637043703103998,42
6,2.1387685509697727,42
9,2.2252315368227276,42
12,2.2941120026419424,42
3,1.8319357722880445,43
6,1.9398637668786862,43
9,2.163395611673097,43
12,2.1448948100427967,43
3,1.1166436080864162,44
6,2.0282183595453938,44
9,2.10141835656032,44
12,2.278978374433757,44
3,1.6137403533585746,45
6,1.876823527429864,45
9,1.9978708766168953,45
12,2.1561592076799228,45
3,1.5141210171621788,46
6,2.006829416182969,46
9,2.203063585703431,46
12,2.366964249361666,46
3,1.4444479792725933,47
6,1.8377979561828999,47
9,1.929600172412061,47
12,2.0716883761333253,47
3,1.4142412942701676,48
6,1.6867108145034813,48
9,1.9634539788242245,48
12,2.1224939292222866,48
3,1.4831992502851188,49
6,1.8595365221827416,49
9,2.0260684458867932,49
12,2.125042440857286,49
