exp_id,id_in_exp,yres,ypred,w
0,0,3.9386350469129166e-07,0.015527585456086493,0.2
0,1,2.0281660547183646e-06,0.022475863049170354,0.2
0,2,2.2009430241365218e-05,0.030608579080772517,0.2
0,3,1.768601831413819e-05,0.03659452519753855,0.2
0,4,4.4146338186570454e-07,0.0399644271080154,0.2
1,0,1.616930375418836e-09,-4.0211072796169414e-05,0.14285714285714285
1,1,1.2383508012714721e-05,0.027319020888360104,0.14285714285714285
1,2,4.310243011576988e-05,0.035565244101765744,0.14285714285714285
1,3,4.1139372217800173e-07,0.037858600185392915,0.14285714285714285
1,4,1.3326467880080351e-05,0.038549456495248914,0.14285714285714285
1,5,8.00726095100198e-06,0.038870289599446266,0.14285714285714285
1,6,8.298222718886845e-06,0.03911933640997654,0.14285714285714285
2,0,1.4431274850291426e-05,0.03109885178051098,0.25
2,1,5.769119647164528e-09,0.02112404527896724,0.25
2,2,2.0332824022227553e-06,0.020325932116975684,0.25
2,3,4.644411838174976e-07,0.015481499217767342,0.25
3,0,0.00011270287577199882,0.06568383893434172,0.25
3,1,1.2242087361957186e-05,0.07209886944054178,0.25
3,2,1.982082729326799e-07,0.07594520587701947,0.25
3,3,4.4516728229958485e-05,0.07837208574809695,0.25
