resampling_id,train_rss,train_mse,train_nmse
0,1.6510055752404906e-05,8.689503027581529e-07,0.00200590072174642
1,1.644579155954574e-05,8.655679768181968e-07,0.0019190810794080058
2,1.5390199715227442e-05,8.100105113277601e-07,0.0017580646484506818
3,1.5612061976885106e-05,8.216874724676371e-07,0.0017852149724288872
4,1.649061910544048e-05,8.679273213389726e-07,0.0018837957501403526
5,1.6537362897439225e-05,8.70387520917854e-07,0.002266986096145937
6,1.578926090594976e-05,8.310137318920926e-07,0.0018430779645574118
7,1.3901527211991589e-05,7.316593269469257e-07,0.0016004610531890951
8,1.6526819198335202e-05,8.698325893860633e-07,0.0018873446144721316
9,1.58479645747698e-05,8.341033986720948e-07,0.001814768069917751
10,1.6138122488148836e-05,8.493748677973071e-07,0.0018469558142436815
11,1.612220698107642e-05,8.485372095303378e-07,0.001845743372432726
12,1.5647498171791018e-05,8.23552535357422e-07,0.0018082782649189585
13,1.653734547356495e-05,8.703866038718395e-07,0.0019488117199888042
14,1.640885813778933e-05,8.636241125152279e-07,0.0019528758150264278
15,1.6505796699195675e-05,8.687261420629303e-07,0.002006534701721353
16,8.52738825093495e-06,4.4880990794394473e-07,0.0011916548810720902
17,1.5680862200550934e-05,8.253085368711018e-07,0.0020296317421696556
18,1.652247558424283e-05,8.696039781180437e-07,0.002288128283484619
19,1.337687977241183e-05,7.040463038111489e-07,0.0017808588182590538
