resampling_id,train_rss,train_mse,train_nmse
0,5.681844864566715e-05,3.78789657637781e-06,0.007112643122045768
1,5.5113448153520965e-05,4.239496011809305e-06,0.007984387116254228
2,6.2415557019772e-05,3.90097231373575e-06,0.008578120441841345
3,2.4662001643914143e-05,1.541375102744634e-06,0.010569670868440196
