n_fam,nt_norm,sample_id
1,0.8830865804327388,0
3,1.199059427965111,0
8,1.5459860982918838,0
18,1.784470441540108,0
38,1.8661927871693822,0
1,0.7854387756023207,1
3,1.114226189531576,1
8,1.4692717599983827,1
18,1.7096658626707135,1
38,1.8947082965820343,1
1,0.8202786269376476,2
3,1.3864166137610214,2
8,2.151500996028356,2
18,2.4497979160692243,2
38,2.5423713038442557,2
1,0.8781626954549693,3
3,1.4134414321959992,3
8,2.1399292893385775,3
18,2.521778285680677,3
38,2.6971386742609864,3
1,0.804817854093105,4
3,1.0503019107893896,4
8,1.2121552765124497,4
18,1.2710711797799013,4
38,1.305431054221024,4
1,1.096794695937024,5
3,1.4758638757269267,5
8,1.8560370113045666,5
18,2.0298887527524494,5
38,2.051262401063343,5
1,0.6416445423064201,6
3,0.9195591038256719,6
8,1.177762493344089,6
18,1.3854526358220502,6
38,1.5214727456076045,6
1,0.5057643728922625,7
3,0.7961287500026235,7
8,1.1083881300838927,7
18,1.2159069519397259,7
38,1.2134624432280223,7
1,0.5364071244073867,8
3,0.8002258369956867,8
8,1.09571120748615,8
18,1.3342656488269378,8
38,1.5731232213938402,8
1,0.2853928542537836,9
3,0.42311786590386014,9
8,0.5338665039186894,9
18,0.5546349332897107,9
38,0.4976466686917471,9
1,1.102109282610002,10
3,1.6089345745676908,10
8,2.4170287543615263,10
18,3.4061698889620855,10
38,4.121081116155155,10
1,0.5741789391437631,11
3,0.8337666813119657,11
8,1.2087281460230923,11
18,1.6436058316335307,11
38,2.167343944479809,11
1,0.5955089279699868,12
3,0.8960955813395655,12
8,1.4681122546383336,12
18,2.398694127106962,12
38,3.288719854703296,12
1,0.45675075715369173,13
3,0.7035348153615857,13
8,1.0722695336049612,13
18,1.5413333311541237,13
38,1.8233263890885951,13
1,0.509178881108435,14
3,0.6386298650917832,14
8,0.6908443555657515,14
18,0.6449856839317352,14
38,0.5819934675100351,14
1,0.30315376061178734,15
3,0.5035364890049465,15
8,0.7503655680182846,15
18,1.0550993678758427,15
38,1.495603461313123,15
1,0.2846838304441399,16
3,0.36577763248539186,16
8,0.37367948563237485,16
18,0.3497161215949356,16
38,0.28615983661194777,16
1,0.6366985902640128,17
3,0.8219612877184888,17
8,0.9724494063114053,17
18,1.0985003106767512,17
38,1.2788440094283813,17
1,0.7129717069860879,18
3,0.8490808569750119,18
8,0.9263103365418259,18
18,0.9571962235527602,18
38,0.9622564309992216,18
1,0.6051013463596546,19
3,0.8693748344747176,19
8,1.0859118353640889,19
18,1.1551509667061384,19
38,1.1757682169279977,19
1,0.4759176196664616,20
3,0.7373356079584621,20
8,0.9869495926483574,20
18,1.0933944902389168,20
38,1.0131519584846853,20
1,0.4501234971976329,21
3,0.6504752225922255,21
8,0.8729948946606758,21
18,1.0366966470969587,21
38,1.0820672280146295,21
1,0.21501060978606779,22
3,0.29856532503741007,22
8,0.3151517024254511,22
18,0.26541055395889335,22
38,0.19785579220777927,22
1,0.9323666059428097,23
3,1.300595931484328,23
8,1.635663440818095,23
18,1.8115738065452773,23
38,1.9108924493198323,23
1,0.5773644345689521,24
3,0.7303517497649701,24
8,0.768871969910345,24
18,0.7353700474288978,24
38,0.7577248010156699,24
1,0.36638325262231897,25
3,0.5262203190571517,25
8,0.6425694657652534,25
18,0.6896090010970566,25
38,0.7099568928771383,25
1,0.8592981086106208,26
3,1.3957947492861125,26
8,1.9968840436226027,26
18,2.265576867562509,26
38,2.3842844337834306,26
1,0.7836422961899134,27
3,1.1380807841743081,27
8,1.5863815340631366,27
18,1.8244961625683789,27
38,1.8509600326745017,27
1,0.4960611425319379,28
3,0.6257576610340854,28
8,0.6249055293369536,28
18,0.5424317188331189,28
38,0.519770249486257,28
1,0.850391304088121,29
3,1.1672942953372967,29
8,1.3637420787633177,29
18,1.3667720088183593,29
38,1.3616818803008282,29
1,1.1158796709203518,30
3,2.0758794292563394,30
8,4.081113929548508,30
18,7.077831804416751,30
38,8.53643424256878,30
1,0.5609876374460243,31
3,0.7139096944845331,31
8,0.752105226581151,31
18,0.556809496274093,31
38,0.2658621815442057,31
1,0.7505751205597142,32
3,1.0086357970146924,32
8,1.2214612855687077,32
18,1.2601341377452762,32
38,1.3213592715475755,32
1,0.4672882931247684,33
3,0.7611232964525079,33
8,1.2345371264380163,33
18,1.5846319438591696,33
38,1.681452968705582,33
1,0.9122642481682748,34
3,1.1507601193804182,34
8,1.1850687965546542,34
18,1.1135515514356793,34
38,1.098124916746719,34
1,1.0117362833720338,35
3,1.414483163998207,35
8,2.054252392388298,35
18,2.554922347603946,35
38,2.648596499678786,35
1,1.106283310592282,36
3,1.584165250557725,36
8,2.480804654888548,36
18,3.6757677183033435,36
38,5.325546921377583,36
1,1.0073853267967698,37
3,1.4063007539495829,37
8,1.8600672842287287,37
18,2.134186605774682,37
38,2.2447535502615095,37
1,0.8180890386367783,38
3,1.3193709344026903,38
8,2.1403815395180903,38
18,2.747335022287009,38
38,2.865936068958476,38
1,0.15481812522072325,39
3,0.2653708433109392,39
8,0.28969699128208704,39
18,0.27226072136874335,39
38,0.30347673202943337,39
1,0.44543205213352444,40
3,0.681020293440133,40
8,0.9970770495726795,40
18,1.1733668705950286,40
38,1.1822122212508914,40
1,0.35080362849721425,41
3,0.5752635675252478,41
8,0.7689790828986662,41
18,0.8063230256552754,41
38,0.8358496763574932,41
1,1.2599507632353057,42
3,1.77304769534908,42
8,2.3321955814635578,42
18,2.5927298328817647,42
38,2.5538355338097745,42
1,0.9455379595044784,43
3,1.347743210111899,43
8,1.8410934601160713,43
18,2.16144538121942,43
38,2.379028293988571,43
1,0.679102229039422,44
3,0.9204538044905419,44
8,1.1540429039202518,44
18,1.2441601272493892,44
38,1.2488138840631209,44
1,0.43386718253551537,45
3,0.5873191169945859,45
8,0.6814427031422419,45
18,0.6259085255254779,45
38,0.4384554374486229,45
1,0.8315719061269027,46
3,1.2436388576064294,46
8,1.7098615750786557,46
18,1.9437530523091366,46
38,2.0383920238925475,46
1,1.0346458148187374,47
3,1.6389409010817988,47
8,2.191800385178313,47
18,2.205548738285678,47
38,2.1299705858907307,47
1,0.8723166728891725,48
3,1.2317237896989532,48
8,1.716936309765367,48
18,2.0471799760429494,48
38,2.154875023338934,48
1,0.40681492964613764,49
3,0.5507195051686544,49
8,0.6533794142409748,49
18,0.6605518930532324,49
38,0.6120393613943489,49
