resampling_id,shift,coef
0,0.028529836111703708,0.0228537460561089
1,0.02865416212588793,0.022789889337579482
2,0.029006340188587165,0.022609002533079414
3,0.029046064508479512,0.022588599202925372
4,0.02844403001970469,0.02289781805102357
5,0.028563687557516065,0.0228363591700156
6,0.028246822204972117,0.022999108549233496
7,0.027774656033805134,0.023241624023482003
8,0.028617365957286076,0.022808788701455883
9,0.029004731123349933,0.02260982898622859
10,0.028902446943034066,0.022662364508703934
11,0.028911600253737686,0.022657663156464416
12,0.028167149967838742,0.02304003005431526
13,0.028560841171272354,0.022837821139872694
14,0.028467096215814218,0.02288597071881257
15,0.02852740899909931,0.022854992677320347
16,0.024679492160578034,0.022997752537567546
17,0.029741256776448968,0.02282971428228128
18,0.028712332175884668,0.022839126732652565
19,0.030659999678568514,0.02291011499023229
