outer_resampling_id,train_mse
0,5.124939517737261e-06
1,5.17362542140513e-06
2,5.123613229669135e-06
3,5.107987155864563e-06
4,5.174432005930455e-06
5,5.178100391573485e-06
6,4.281755504820796e-06
7,4.669166274633926e-06
8,4.428063582079605e-06
9,4.617110077277166e-06
10,4.964739802989702e-06
11,5.1407471259115255e-06
12,4.973316109413798e-06
13,4.703519315122323e-06
14,4.6663195660324834e-06
15,4.454284052128073e-06
16,4.851553650426201e-06
17,5.1280289089356446e-06
18,5.174331539805554e-06
19,5.040960200048055e-06
