0	0
1	1
2	3
3	6
4	12
5	24
6	48
7	96
8	48
9	97
10	48
11	24
12	49
13	98
14	49
15	99
16	49
17	99
18	49
19	24
20	12
21	25
22	50
23	100
24	50
25	101
26	50
27	25
28	51
29	103
30	51
31	102
32	51
33	25
34	12
35	6
36	3
37	1
38	0
39	1
40	3
41	6
42	13
43	26
44	53
45	106
46	53
47	106
48	53
49	26
50	53
51	26
52	52
53	104
54	52
55	105
56	52
57	26
58	53
59	107
60	53
61	106
62	53
63	107
64	53
65	26
66	52
67	104
68	52
69	105
70	52
71	104
72	52
73	105
74	52
75	26
76	13
77	6
78	3
79	7
80	14
81	29
82	58
83	29
84	58
85	117
