outer_resampling_id,train_mse
0,7.212752948039594e-06
1,7.878534665061026e-06
2,8.00341301241859e-06
3,7.770175851673047e-06
4,7.852730844358441e-06
5,8.055105385377421e-06
6,7.873804091058415e-06
7,8.035848788529049e-06
8,7.890950417356761e-06
9,7.680305171296247e-06
10,7.713822707204636e-06
11,7.693901634238967e-06
12,8.001659621553344e-06
13,7.078530226003616e-06
14,7.020340493596252e-06
15,7.414843948402095e-06
16,5.323558061134501e-06
17,7.64454565649047e-06
18,7.89232496332623e-06
19,7.6565112229269e-06
