outer_resampling_id,train_mse
0,7.049946586154778e-06
1,7.57611165946526e-06
2,7.71809606952435e-06
3,7.49352410114602e-06
4,7.573728110922802e-06
5,7.763575054622811e-06
6,7.569970041281029e-06
7,7.74045456547085e-06
8,7.610690070770765e-06
9,7.40583938467281e-06
10,7.4385771376759626e-06
11,7.419124056918611e-06
12,7.703518368841118e-06
13,6.8522211583495045e-06
14,6.767020911805489e-06
15,7.1278380907711655e-06
16,5.048012920854662e-06
17,7.37605547612114e-06
18,7.602319526229093e-06
19,7.344481138487435e-06
