outer_resampling_id,train_mse
0,1.2778207032523378e-05
1,1.1971402979512303e-05
2,1.0549896508047515e-05
3,1.0243885031900354e-05
4,1.1712611442820633e-05
5,1.3252189046178739e-05
6,1.2638238963417864e-05
7,1.2955940133067873e-05
8,1.2932887979968677e-05
9,1.3190109219620999e-05
10,1.3099452477403855e-05
11,1.1470684171280187e-05
12,1.2162847582767379e-05
13,1.3122867466013017e-05
14,1.3231917777258538e-05
15,1.270564012508068e-05
16,1.3193290082850302e-05
17,1.3183010181651218e-05
18,1.3231640632205219e-05
19,1.3236934870532934e-05
