,n_fam,nt_norm,steady
0,1,8.519944351420893,1.8069364838778021
1,3,11.69243512666249,1.6993994512321497
2,8,19.359620963646467,1.6945979707380348
3,18,34.68439192658931,1.6945957207749045
4,38,65.33392935254926,1.6945957207744071
