resampling_id,shift,coef
0,0.07030331730813427,0.0011996351830921108
1,0.07032268057075934,0.0011911004442064432
2,0.07035565129022024,0.0011765679510560656
3,0.07038267080142607,0.0011646585700068577
4,0.07037768849263668,0.0011668546206099217
5,0.07029114539240042,0.0012050001943785186
6,0.07032139561316625,0.0011916668145412863
7,0.07033566776350585,0.0011853760835398826
8,0.07036232926608026,0.0011736245018371758
9,0.0703371853704029,0.0011847071684480746
10,0.07023077811214813,0.0012316082605996568
11,0.06993072461690888,0.0013638627408058862
12,0.0703329559091961,0.00118657138667023
13,0.07029037471922304,0.0012053398837409107
14,0.07023455308732905,0.0012299443660333817
15,0.0701324004351473,0.0012749701568683575
16,0.06877566292572498,0.0012057574256375701
17,0.07168718759392505,0.0012048690008718333
18,0.06962170802426244,0.001204876858538788
19,0.07107797014985046,0.0012053231439993293
