outer_resampling_id,train_mse
0,8.725299504530069e-06
1,8.280401884340865e-06
2,7.291058548373343e-06
3,7.050307639092432e-06
4,8.117350127954738e-06
5,8.83811756332837e-06
6,8.207252888209918e-06
7,8.51839552032463e-06
8,8.48362146980331e-06
9,8.756831467105521e-06
10,8.741562690835129e-06
11,7.4067133134061126e-06
12,8.426700011299921e-06
13,8.835961445766548e-06
14,8.600559847132963e-06
15,7.664179160830961e-06
16,8.75855227433513e-06
17,8.770387498347672e-06
18,8.82154054135768e-06
19,8.815616666765553e-06
