,n_fam,nt_norm,steady
0,1,45.588665900622736,13.816511057625888
1,3,87.03519757484358,13.816511057297854
2,8,190.65152675957563,13.816511057297854
3,18,397.8841851290397,13.816511057297854
4,38,inf,13.816511057297854
