resampling_id,shift,coef
0,0.0004677918257425945,0.03364675345791171
1,0.00044994759733579803,0.03365502831259476
2,0.0010349983537352864,0.033383724343543725
3,0.0013075329723388415,0.03325734261867253
4,0.0005010320827762219,0.033631339045457995
5,0.0002790134996271121,0.03373429510893211
6,0.0006439639289329765,0.033565057655780356
7,-0.00022015358860284773,0.03396577248209179
8,0.0004764636332498795,0.03364273210460205
9,0.0007600649153015962,0.033511218466499765
10,0.0003081375830809585,0.033720789478267475
11,6.283787544053565e-06,0.03386076730396292
12,-0.0007289433487159963,0.034201712150268126
13,-0.0006283019503048534,0.034155041992950795
14,0.00038693169510614633,0.03368425050263766
15,0.00022285937924422516,0.03376033530385844
16,-0.004517569246452968,0.03406442132048619
17,0.0015707697536865017,0.03372738270182246
18,0.0006552583762358122,0.033747886040622455
19,0.002389519875311469,0.033859728880706305
