n_im,steady,sample_id
3,1.6672663086578725,0
6,2.1275697218320446,0
9,2.2842961268531843,0
12,2.351080456682787,0
3,2.1266420736006753,1
6,2.146181530167144,1
9,2.1450853539915484,1
12,2.117962922891931,1
3,1.8486321501482799,2
6,1.89421638388756,2
9,2.177174503401162,2
12,2.244997763578396,2
3,1.8004858582805847,3
6,2.063180796764653,3
9,2.2208174238587652,3
12,2.3524102834764378,3
3,2.14816355818869,4
6,2.2905680824353527,4
9,2.3644716154583114,4
12,2.421244504018969,4
3,2.022032737235557,5
6,2.227812085762714,5
9,2.2279351997598833,5
12,2.3324207331252635,5
3,2.012554264850304,6
6,2.0416662569194215,6
9,2.331844663553142,6
12,2.339524957515925,6
3,1.883561914823535,7
6,2.3295291791984454,7
9,2.400480177523759,7
12,2.463626492351214,7
3,1.7995937265470896,8
6,2.1429919016842613,8
9,2.282576255187298,8
12,2.3941804735563057,8
3,1.7745710719281778,9
6,2.0090474869004824,9
9,2.1101641636795114,9
12,2.2381943414025245,9
3,1.7280807178625996,10
6,1.9649115624581088,10
9,2.231872429925393,10
12,2.3371009532422478,10
3,1.6371670147687283,11
6,1.9992696956651497,11
9,2.0649769506513844,11
12,2.144139868193649,11
3,1.7227789674967418,12
6,1.97703556518117,12
9,2.245444192759853,12
12,2.2888861601805837,12
3,1.7985464276738237,13
6,1.8805131507712503,13
9,2.2032816768406938,13
12,2.320498063188504,13
3,1.6996228765717865,14
6,2.0099758052674073,14
9,2.279685588284326,14
12,2.3517899623890215,14
3,2.0613608058104913,15
6,2.224742970085781,15
9,2.22408364445535,15
12,2.2796649263954967,15
3,2.0975506347448927,16
6,2.0468445356094085,16
9,2.102118885280787,16
12,2.3845993865952537,16
3,1.6743389579870334,17
6,2.146816739178408,17
9,2.3048721306168707,17
12,2.257735991103826,17
3,1.8609278842208565,18
6,2.14637841741525,18
9,2.2346512961066067,18
12,2.1897979292652696,18
3,1.641219685778738,19
6,2.0562427825251475,19
9,2.2487907775528932,19
12,2.3481695500472375,19
3,1.8748926512536461,20
6,2.170557708415448,20
9,2.3414119203808963,20
12,2.390816897633329,20
3,1.8789508881383197,21
6,1.9891924881954304,21
9,2.1212783189647535,21
12,2.2274043246984925,21
3,1.7465705689090378,22
6,2.039596435580755,22
9,2.294437660296983,22
12,2.4212967542534645,22
3,2.027522258447786,23
6,2.3043200731589013,23
9,2.3589232921351395,23
12,2.453665930176178,23
3,1.7854056585932627,24
6,2.1863237739779797,24
9,2.136505447211284,24
12,2.1395913976114285,24
3,2.0198389696310484,25
6,2.235303592077355,25
9,2.352677646309078,25
12,2.43371269266656,25
3,1.7176428388276213,26
6,2.18381255505834,26
9,2.32555275204652,26
12,2.375183221809303,26
3,1.9532907024841122,27
6,2.0637848546608164,27
9,2.1657910079383544,27
12,2.2929534235875253,27
3,1.9945423239105338,28
6,1.8877233689780142,28
9,2.183293314072253,28
12,2.253893128827336,28
3,1.8176343913009974,29
6,2.216530273377694,29
9,2.2751827310490396,29
12,2.3997181346864824,29
3,1.9060424886152807,30
6,2.1130938595769244,30
9,2.289274940975192,30
12,2.246344874100037,30
3,1.6824792974610958,31
6,2.2825018327462017,31
9,2.43581817576382,31
12,2.423327704483776,31
3,1.9239050012214705,32
6,2.336965540336615,32
9,2.4679904698178685,32
12,2.4718183889595173,32
3,1.8799389756785556,33
6,2.2209177881784474,33
9,2.373870308372826,33
12,2.429648542326593,33
3,2.0618452501187785,34
6,2.1912881143351703,34
9,2.2492570298247574,34
12,2.2959269097127266,34
3,1.9357111759087353,35
6,2.2465754741513284,35
9,2.3056253993176283,35
12,2.385150390837325,35
3,2.159115055425779,36
6,2.144536419731244,36
9,2.1186799094450657,36
12,2.1426797239623436,36
3,1.952932030700322,37
6,2.124196343578505,37
9,2.203957605676901,37
12,2.222398854596025,37
3,1.563502057657239,38
6,2.1792183387120074,38
9,2.2881469740666667,38
12,2.326977059813139,38
3,2.0116966491863457,39
6,2.199821126090787,39
9,2.3660169342893544,39
12,2.3320990768826646,39
3,1.9954218654010043,40
6,2.1826564670266086,40
9,2.2246384878388548,40
12,2.3863308819955718,40
3,1.9577322575985279,41
6,2.191460476614497,41
9,2.2728499586745454,41
12,2.316226685461547,41
3,2.1009370109565477,42
6,2.2086908784395947,42
9,2.4153696204179664,42
12,2.511699016253387,42
3,2.2234944455012795,43
6,2.2842149677112484,43
9,2.215795712946309,43
12,2.192529146402976,43
3,1.9890138732885714,44
6,2.1181569438932715,44
9,2.2643456444623236,44
12,2.356248920811486,44
3,1.8901879256818497,45
6,2.2968216008202242,45
9,2.2945329422319483,45
12,2.3509481240185375,45
3,2.0742075019378436,46
6,2.1553393713691227,46
9,2.3599499548991454,46
12,2.439134029269367,46
3,1.8550441868910057,47
6,2.3683484622340796,47
9,2.3758494357867908,47
12,2.468645591636757,47
3,1.8936648308461157,48
6,1.9888810237530556,48
9,2.2780397279633986,48
12,2.320773311266962,48
3,1.7642215584882643,49
6,2.1044229171920525,49
9,2.2517849123195792,49
12,2.2481485128607654,49
