resampling_id,train_rss,train_mse,train_nmse
0,9.051531459248322e-05,4.763963925920169e-06,0.010997221184048339
1,9.265934803344582e-05,4.876807791233991e-06,0.010812541372510196
2,8.702852300443793e-05,4.5804485791809435e-06,0.009941506447742554
3,8.475891520623982e-05,4.4609955371705166e-06,0.00969204994811323
4,9.29101678046641e-05,4.890008831824427e-06,0.010613535982861343
5,9.041673067253112e-05,4.75877529855427e-06,0.012394568140325423
6,8.798087638962588e-05,4.6305724415592565e-06,0.010269993987816422
7,8.916409630137073e-05,4.692847173756354e-06,0.01026532274454336
8,9.009403141409365e-05,4.741791127057561e-06,0.010288639510414756
9,8.91970101142276e-05,4.69457947969619e-06,0.010214048947656876
10,9.036589108992676e-05,4.7560995310487766e-06,0.010342083354517681
11,9.032262593643659e-05,4.753822417707189e-06,0.010340543847289533
12,8.523537591762509e-05,4.48607241671711e-06,0.009850090792910224
13,8.278476525608063e-05,4.35709290821477e-06,0.009755611686619352
14,9.42506052850273e-05,4.9605581728961734e-06,0.011217095429013753
15,9.506065047328923e-05,5.003192130173117e-06,0.011556091318642863
16,4.209583631899622e-05,2.2155703325787484e-06,0.005882658012767699
17,0.00010070866625652121,5.300456118764274e-06,0.013035093551081909
18,0.00010666479762105405,5.613936716897582e-06,0.014771560051307
19,8.516647889673262e-05,4.482446257722769e-06,0.011338180318860273
