resampling_id,train_rss,train_mse,train_nmse
0,1.971586010963269e-05,1.0376768478754047e-06,0.002395392154748053
1,2.0166279932625707e-05,1.0613831543487213e-06,0.0023532297682736973
2,1.9033751296602864e-05,1.0017763840317296e-06,0.0021742775208336727
3,1.8591957379145774e-05,9.785240725866198e-07,0.0021259613707114502
4,2.0222996621882495e-05,1.0643682432569733e-06,0.002310161604474665
5,2.0289345417445584e-05,1.067860285128715e-06,0.002781317931190453
6,1.9595198350433444e-05,1.0313262289701812e-06,0.002287344449239323
7,1.979192095204792e-05,1.0416800501077853e-06,0.002278612858033738
8,2.0234715956086913e-05,1.064985050320364e-06,0.002310782354836975
9,2.00069780159264e-05,1.0529988429434947e-06,0.0022910213300610573
10,2.0288672688775078e-05,1.067824878356583e-06,0.0023219728325484085
11,2.021293998643774e-05,1.0638389466546179e-06,0.0023140690391295913
12,1.8402440953561843e-05,9.68549523871676e-07,0.0021266488503427976
13,1.8037450124535396e-05,9.49339480238705e-07,0.0021255886718698678
14,2.020972101773687e-05,1.063669527249309e-06,0.002405229850398767
15,2.0261390361580647e-05,1.0663889663989814e-06,0.0024630851576897973
16,9.82677752151703e-06,5.171988169219489e-07,0.0013732372743133112
17,1.925996189214065e-05,1.0136822048495077e-06,0.0024928877959206337
18,2.0185870720832987e-05,1.062414248464894e-06,0.002795456497278803
19,1.671991302170034e-05,8.799954221947549e-07,0.0022259155387363483
