resampling_id,shift,coef,outer_resampling_id
0,0.0051251266498830855,0.03148702046181224,0
1,0.0013277394346757794,0.033247972331782824,0
2,-0.0021248038784261875,0.03484901069284702,0
3,,0.03400244296244749,0
0,0.0051251266498830855,0.03148702046181224,1
1,0.0013371395082049011,0.033243613261685234,1
2,-0.0022668217563436913,0.03491486825056106,1
3,,0.03402555954842063,1
0,0.0051251266498830855,0.03148702046181224,2
1,0.002785984383547756,0.03257174443505753,2
2,-0.0014033741542976153,0.034514464082306746,2
3,,0.03367619861634119,2
0,0.0051251266498830855,0.03148702046181224,3
1,0.003551022319999049,0.03221697550883444,3
2,-0.0010246020839737094,0.0343388171577955,3
3,,0.03351407407899997,3
0,0.0051251266498830855,0.03148702046181224,4
1,0.001623860840962001,0.0331106527710992,4
2,-0.00252222274451884,0.035033304644384235,4
3,,0.03402950186345417,4
0,0.004604131378510068,0.03172862015796545,5
1,0.0020860424508340027,0.032896326571518926,5
2,-0.0017360019011308792,0.03466871262731802,5
3,,0.03386214041242856,5
0,0.005220287488788746,0.03144289178919551,6
1,0.0020860424508340027,0.032896326571518926,6
2,-0.0013927471486967005,0.034509536050393065,6
3,,0.03371608463353491,6
0,0.004374613682193534,0.03183505376444659,7
1,0.0020860424508340027,0.032896326571518926,7
2,-0.0024622556521163227,0.035005496270489676,7
3,,0.03407350424604646,7
0,0.005443286213169845,0.031339481207538884,8
1,0.0020860424508340027,0.032896326571518926,8
2,-0.001751458948913126,0.034675880481332834,8
3,,0.033793809686964583,8
0,0.005904016992605184,0.031125827797544067,9
1,0.0020860424508340027,0.032896326571518926,9
2,-0.0014684683842693114,0.03454465004952492,9
3,,0.033680966031214316,9
0,0.0053820491879226495,0.03136787848387896,10
1,0.0020860424508340027,0.032896326571518926,10
2,-0.002002610685562463,0.03479234638149912,10
3,,0.03386505119240311,10
0,0.005055898887359137,0.03151912326064775,11
1,0.0020860424508340027,0.032896326571518926,11
2,-0.002369974284664067,0.03496270288720557,11
3,,0.033988160901688616,11
0,0.004092680273098091,0.03196579396443613,12
1,0.00045231566692382173,0.03365393017423465,12
2,-0.001875728166095091,0.034733507501695675,12
3,,0.03432934625455862,12
0,0.004056417639767725,0.03198260993509023,13
1,0.0006898529433689172,0.033543777670042116,13
2,-0.001875728166095091,0.034733507501695675,13
3,,0.034237952260876094,13
0,0.006304558229179125,0.03094008591777988,14
1,0.003665881165523927,0.03216371233409163,14
2,-0.001875728166095091,0.034733507501695675,14
3,,0.0333892326117422,14
0,0.005810048272355036,0.031169403652274,15
1,0.003121320087434031,0.03241624013661208,15
2,-0.001875728166095091,0.034733507501695675,15
3,,0.0335277080195434,15
0,-0.00019087668259023388,0.032136566011442345,16
1,-0.0036955642022991654,0.0336981584614912,16
2,-0.007381266590677282,0.035340406162734546,16
3,,0.03385357960075018,16
0,0.006943022172909569,0.03124289174117521,17
1,0.004018880173075754,0.032595211736460704,17
2,-0.00010700986541964386,0.03450330087772796,17
3,,0.03385357960075018,17
0,0.005862820612497016,0.03129146208953755,18
1,0.002964630034682794,0.032658547959501655,18
2,-0.001056279977862118,0.034555224218346246,18
3,,0.03385357960075018,18
0,0.007154317999626909,0.03158987450495019,19
1,0.0041450533712471815,0.0330234278909118,19
2,0.00035181062650679884,0.034830452746490805,19
3,,0.03385357960075018,19
