outer_resampling_id,train_mse
0,5.564378677457224e-06
1,5.867056485584298e-06
2,6.053375922452063e-06
3,5.863307549517347e-06
4,5.934139488552833e-06
5,6.078252498476626e-06
6,5.832380406460142e-06
7,6.035977713684237e-06
8,5.966094935114789e-06
9,5.784352289169766e-06
10,5.813974354926881e-06
11,5.7963909498002685e-06
12,5.988242639963385e-06
13,5.732143823852483e-06
14,5.383133847080312e-06
15,5.536549497639548e-06
16,3.789667927513316e-06
17,5.921335288371315e-06
18,5.922270489557192e-06
19,5.502436408557327e-06
