outer_resampling_id,train_mse
0,7.653224938878445e-06
1,8.314747069910661e-06
2,8.42386015943945e-06
3,8.183066042171148e-06
4,8.267678732841375e-06
5,8.481256006712232e-06
6,8.310159351478285e-06
7,8.464992850802927e-06
8,8.306996753746642e-06
9,8.091277070015236e-06
10,8.12547946336862e-06
11,8.105147443034378e-06
12,8.433157928173662e-06
13,7.241195424634427e-06
14,7.437327037553286e-06
15,7.840791583734289e-06
16,5.648853832181097e-06
17,7.930651242357134e-06
18,8.342434305565372e-06
19,8.129614440830843e-06
