,n_fam,nt_norm,steady
0,1,44.58102539016957,13.816511057616665
1,3,86.0275570643812,13.816511057297854
2,8,189.64388624911325,13.816511057297854
3,18,396.8765446185773,13.816511057297854
4,38,inf,13.816511057297854
