outer_resampling_id,train_mse
0,1.138126082929955e-05
1,1.1491751742781521e-05
2,1.1392417782926542e-05
3,1.1344438519609148e-05
4,1.1492395673581098e-05
5,1.1498478970688306e-05
6,1.03018014270576e-05
7,1.034059181176618e-05
8,9.613831969036011e-06
9,9.622955377184391e-06
10,1.0167840469296689e-05
11,1.0716863411540652e-05
12,1.1397277402057941e-05
13,1.0928517747513078e-05
14,1.0529580935722721e-05
15,9.745390996318026e-06
16,1.141398731314393e-05
17,1.1436990695298672e-05
18,1.1482316279806108e-05
19,1.1469942261484073e-05
