,n_fam,nt_norm,steady
0,1,4.439855642841274,4.160336861250241
1,3,5.291103085379175,3.3693914338333486
2,8,6.233185627604723,2.578063929410323
3,18,7.161497969418889,1.9512616632011992
4,38,8.233813644699953,1.4819661391302217
