outer_resampling_id,train_mse
0,5.760795034734486e-06
1,5.526355315514036e-06
2,5.170339572275268e-06
3,5.386066851188688e-06
4,5.922701078043374e-06
5,5.936390584198961e-06
6,5.112603040373405e-06
7,5.590466974858377e-06
8,5.500912552184274e-06
9,5.746035594134544e-06
10,5.933035789562917e-06
11,5.513810423653417e-06
12,5.92269127327211e-06
13,5.77668931637986e-06
14,5.430802764965597e-06
15,4.638233238631764e-06
16,5.7804847945994915e-06
17,5.888808563531935e-06
18,5.927344035082642e-06
19,5.86497713682047e-06
