,time_step,stimulus,type,familiarity,novelty,n_fam,steady
0,0,0,fam,0.015873015873015872,4.143134726391533,1,3.4817536000004172
1,1,1,fam,0.015714285714285712,4.153185062245035,1,3.4817536000004172
2,2,2,fam,0.015557142857142854,4.163235398098536,1,3.4817536000004172
3,3,0,fam,0.02520257142857142,3.680809248854243,1,3.4817536000004172
4,4,1,fam,0.02504855571428571,3.68693910922978,1,3.4817536000004172
5,5,2,fam,0.024896080157142855,3.693044911311758,1,3.4817536000004172
6,6,0,fam,0.03425502985457142,3.3739218679885674,1,3.4817536000004172
7,7,1,fam,0.03410558856101571,3.378294020700926,1,3.4817536000004172
8,8,3,nov,0.014646741181395553,4.223537413219544,1,3.4817536000004172
9,9,0,fam,0.0430386212128608,3.145657398658915,1,3.4817536000004172
10,10,1,fam,0.04289361847516499,3.1490322176057215,1,3.4817536000004172
11,11,2,fam,0.032949065764846124,3.412792371551022,1,3.4817536000004172
12,12,0,fam,0.05156133112421762,2.964983284250268,1,3.4817536000004172
13,13,1,fam,0.051420635112834116,2.9677157257458746,1,3.4817536000004172
14,14,2,fam,0.04177144556256443,3.1755422933973714,1,3.4817536000004172
0,0,0,fam,0.015873015873015872,4.143134726391533,3,3.02836118507924
1,1,1,fam,0.015714285714285712,4.153185062245035,3,3.02836118507924
2,2,2,fam,0.015557142857142854,4.163235398098536,3,3.02836118507924
3,3,0,fam,0.02520257142857142,3.680809248854243,3,3.02836118507924
4,4,1,fam,0.02504855571428571,3.68693910922978,3,3.02836118507924
5,5,2,fam,0.024896080157142855,3.693044911311758,3,3.02836118507924
6,6,0,fam,0.03425502985457142,3.3739218679885674,3,3.02836118507924
7,7,1,fam,0.03410558856101571,3.378294020700926,3,3.02836118507924
8,8,2,fam,0.03395764168039555,3.3826413639905177,3,3.02836118507924
9,9,0,fam,0.0430386212128608,3.145657398658915,3,3.02836118507924
10,10,1,fam,0.04289361847516499,3.1490322176057215,3,3.02836118507924
11,11,2,fam,0.04275006576484612,3.1523845452415773,3,3.02836118507924
12,12,0,fam,0.05156133112421762,2.964983284250268,3,3.02836118507924
13,13,1,fam,0.051420635112834116,2.9677157257458746,3,3.02836118507924
14,14,3,nov,0.013789616075698065,4.283839428340553,3,3.02836118507924
15,15,0,fam,0.05983090802849723,2.8162328948861166,3,3.02836118507924
16,16,1,fam,0.059694390829347826,2.818517218955041,3,3.02836118507924
17,17,2,fam,0.049758238802189894,3.0005792250242562,3,3.02836118507924
18,18,0,fam,0.06785487022914283,2.6903841159236577,3,3.02836118507924
19,19,1,fam,0.06772240772732536,2.692338168194993,3,3.02836118507924
20,20,2,fam,0.05808136935152605,2.8459103317544443,3,3.02836118507924
0,0,0,fam,0.015873015873015872,4.143134726391533,8,2.43171797446556
1,1,1,fam,0.015714285714285712,4.153185062245035,8,2.43171797446556
2,2,2,fam,0.015557142857142854,4.163235398098536,8,2.43171797446556
3,3,0,fam,0.02520257142857142,3.680809248854243,8,2.43171797446556
4,4,1,fam,0.02504855571428571,3.68693910922978,8,2.43171797446556
5,5,2,fam,0.024896080157142855,3.693044911311758,8,2.43171797446556
6,6,0,fam,0.03425502985457142,3.3739218679885674,8,2.43171797446556
7,7,1,fam,0.03410558856101571,3.378294020700926,8,2.43171797446556
8,8,2,fam,0.03395764168039555,3.3826413639905177,8,2.43171797446556
9,9,0,fam,0.0430386212128608,3.145657398658915,8,2.43171797446556
10,10,1,fam,0.04289361847516499,3.1490322176057215,8,2.43171797446556
11,11,2,fam,0.04275006576484612,3.1523845452415773,8,2.43171797446556
12,12,0,fam,0.05156133112421762,2.964983284250268,8,2.43171797446556
13,13,1,fam,0.051420635112834116,2.9677157257458746,8,2.43171797446556
14,14,2,fam,0.051281346061564426,2.9704282174637515,8,2.43171797446556
15,15,0,fam,0.05983090802849723,2.8162328948861166,8,2.43171797446556
16,16,1,fam,0.059694390829347826,2.818517218955041,8,2.43171797446556
17,17,2,fam,0.059559238802189905,2.8207838516007535,8,2.43171797446556
18,18,0,fam,0.06785487022914283,2.6903841159236577,8,2.43171797446556
19,19,1,fam,0.06772240772732536,2.692338168194993,8,2.43171797446556
20,20,2,fam,0.06759126985052606,2.6942764484960393,8,2.43171797446556
21,21,0,fam,0.07564051272846704,2.5817632566788014,8,2.43171797446556
22,22,1,fam,0.07551198449541607,2.583463900285608,8,2.43171797446556
23,23,2,fam,0.07538474154469559,2.5851503912283724,8,2.43171797446556
24,24,0,fam,0.08319491385991884,2.48656906451494,8,2.43171797446556
25,25,1,fam,0.08307020304391771,2.488069208883299,8,2.43171797446556
26,26,2,fam,0.08294673933607657,2.4895565719057977,8,2.43171797446556
27,27,0,fam,0.09052494172336539,2.4021298670935183,8,2.43171797446556
28,28,1,fam,0.0904039349433103,2.4034674843973645,8,2.43171797446556
29,29,3,nov,0.01185987451319994,4.434594466143075,8,2.43171797446556
30,30,0,fam,0.0976372604292397,2.326496091724423,8,2.43171797446556
31,31,1,fam,0.09751984767155904,2.32769935583291,8,2.43171797446556
32,32,2,fam,0.08760260904145518,2.434944497905058,8,2.43171797446556
33,33,0,fam,0.10453833615723085,2.2582014216722035,8,2.43171797446556
34,34,1,fam,0.10442441067586605,2.2592918121305896,8,2.43171797446556
35,35,2,fam,0.09480172395031491,2.3559676847566045,8,2.43171797446556
0,0,0,fam,0.015873015873015872,4.143134726391533,18,1.8908994126823728
1,1,1,fam,0.015714285714285712,4.153185062245035,18,1.8908994126823728
2,2,2,fam,0.015557142857142854,4.163235398098536,18,1.8908994126823728
3,3,0,fam,0.02520257142857142,3.680809248854243,18,1.8908994126823728
4,4,1,fam,0.02504855571428571,3.68693910922978,18,1.8908994126823728
5,5,2,fam,0.024896080157142855,3.693044911311758,18,1.8908994126823728
6,6,0,fam,0.03425502985457142,3.3739218679885674,18,1.8908994126823728
