Unnamed: 0,cdens,knum,type_complex,alph_leak,eps,num_complex,grid_id,save_path,grid_id_old,grid_id_old2,coef,shift,train_rss,train_mse,train_nmse
100,4,6,8,0.1,1e-05,2.6666666666666665,100,,4,100.0,0.029204904392459607,0.015234824924602295,3.313915688925837e-05,1.6569578444629185e-06,0.003783783891489914
101,4,6,8,0.1,1e-06,2.6666666666666665,101,,5,101.0,0.02921375724574986,0.017721475804695012,4.257386417039672e-05,2.128693208519836e-06,0.004861025945371654
102,4,6,8,0.2,0.1,2.6666666666666665,102,,6,102.0,-4.026581950314625,17.38661170835381,0.0005091107250737127,2.5455536253685635e-05,0.05812957061508921
103,4,6,8,0.2,0.01,2.6666666666666665,103,,7,103.0,2.610002612262607,-11.124005116037416,0.0006731949219103482,3.365974609551741e-05,0.07686448118970812
104,4,6,8,0.2,0.001,2.6666666666666665,104,,0,104.0,0.5821711715088582,-2.364378974612836,9.636358141094749e-05,4.818179070547374e-06,0.011002662749914635
105,4,6,8,0.2,0.0001,2.6666666666666665,105,,1,105.0,0.035227412189885024,-0.030079178711516063,4.06411505615521e-05,2.0320575280776052e-06,0.004640351332422162
106,4,6,8,0.2,1e-05,2.6666666666666665,106,,2,106.0,0.02467552325538005,0.023506623981449256,2.497018317403874e-05,1.248509158701937e-06,0.0028510615758032556
107,4,6,8,0.2,1e-06,2.6666666666666665,107,,3,107.0,0.02380329082580724,0.02908053479475504,2.2402335605555373e-05,1.1201167802777688e-06,0.0025578682306044744
108,4,6,8,0.5,0.1,2.6666666666666665,108,,4,108.0,-4.159065138440133,17.95917192055201,0.00046619756082614486,2.3309878041307244e-05,0.05322980384807651
109,4,6,8,0.5,0.01,2.6666666666666665,109,,5,109.0,-3.690923658524759,15.933186981814867,0.0005767283327012891,2.8836416635064458e-05,0.06585005714941139
110,4,6,8,0.5,0.001,2.6666666666666665,110,,6,110.0,2.6647103268780086,-11.283676985642817,0.0002689296580556457,1.3446482902782284e-05,0.030706022832604884
111,4,6,8,0.5,0.0001,2.6666666666666665,111,,7,111.0,0.05043602415367906,-0.10811713956716307,7.708444760181829e-05,3.854222380090914e-06,0.008801397455428317
112,4,6,8,0.5,1e-05,2.6666666666666665,112,,0,112.0,0.02342952877354348,0.020687426735017618,3.14787169580875e-05,1.5739358479043752e-06,0.0035941971169878924
113,4,6,8,0.5,1e-06,2.6666666666666665,113,,1,113.0,0.020348777283781573,0.03473944245252901,2.7010392150011655e-05,1.3505196075005828e-06,0.003084009863665754
114,4,6,8,0.8,0.1,2.6666666666666665,114,,2,114.0,-4.177373797680607,18.03857598946265,0.00045655914953649586,2.282795747682479e-05,0.05212930314737372
115,4,6,8,0.8,0.01,2.6666666666666665,115,,3,115.0,-4.160532392824361,17.957793666541214,0.0004695577039848829,2.3477885199244145e-05,0.053613460426897144
116,4,6,8,0.8,0.001,2.6666666666666665,116,,4,116.0,-2.823277991407816,12.152091394512382,0.000670253663996738,3.35126831998369e-05,0.07652865235883516
117,4,6,8,0.8,0.0001,2.6666666666666665,117,,5,117.0,0.07901107068441998,-0.23718160548400255,0.00013091257516243096,6.5456287581215475e-06,0.014947419898109373
118,4,6,8,0.8,1e-05,2.6666666666666665,118,,6,118.0,0.023949531441739395,0.014453781334368344,3.635568178072079e-05,1.8177840890360393e-06,0.004151042331756292
119,4,6,8,0.8,1e-06,2.6666666666666665,119,,7,119.0,0.019217223999711694,0.03572283494822538,2.9509585861183515e-05,1.4754792930591757e-06,0.003369364404749753
120,4,6,8,0.9,0.1,2.6666666666666665,120,,0,120.0,-4.179464489696608,18.047682056860015,0.0004553793000528518,2.276896500264259e-05,0.05199458953696071
121,4,6,8,0.9,0.01,2.6666666666666665,121,,1,121.0,-4.185802257368682,18.06757211276495,0.0004573240408089241,2.2866202040446206e-05,0.052216637393233595
122,4,6,8,0.9,0.001,2.6666666666666665,122,,2,122.0,-4.125658771869532,17.735837691407877,0.0005079249699938631,2.5396248499693156e-05,0.05799418271172823
123,4,6,8,0.9,0.0001,2.6666666666666665,123,,3,123.0,0.09571707133025434,-0.3087139693204838,0.0001459339792066481,7.296698960332406e-06,0.016662543395065132
124,4,6,8,0.9,1e-05,2.6666666666666665,124,,4,124.0,0.024233993081196212,0.012292649259977676,3.858925052444048e-05,1.929462526222024e-06,0.0044060681750891185
