Unnamed: 0,cdens,knum,type_complex,alph_leak,eps,num_complex,grid_id,save_path,grid_id_old,grid_id_old2,jack_mse_mean,jack_mse_std,jack_mse_se
90,4,6,8,0.01,0.1,2.6666666666666665,90,,2,90.0,2.7309237172104888e-05,2.1133204681932517e-06,2.1133204681932517e-06
91,4,6,8,0.01,0.01,2.6666666666666665,91,,3,91.0,4.182103065538413e-05,2.242411887014292e-06,2.242411887014292e-06
92,4,6,8,0.01,0.001,2.6666666666666665,92,,4,92.0,4.0995575620996014e-05,2.319904618718724e-06,2.319904618718724e-06
93,4,6,8,0.01,0.0001,2.6666666666666665,93,,5,93.0,2.2699160725383063e-05,1.7980290398839314e-06,1.7980290398839314e-06
94,4,6,8,0.01,1e-05,2.6666666666666665,94,,6,94.0,1.9241248697177877e-05,1.4889935799846578e-06,1.4889935799846578e-06
95,4,6,8,0.01,1e-06,2.6666666666666665,95,,7,95.0,1.9021427075941177e-05,1.4617055885338045e-06,1.4617055885338045e-06
96,4,6,8,0.1,0.1,2.6666666666666665,96,,0,96.0,3.231495236709296e-05,2.3544568552212983e-06,2.3544568552212983e-06
97,4,6,8,0.1,0.01,2.6666666666666665,97,,1,97.0,1.4028670449066246e-05,6.83908135865943e-07,6.83908135865943e-07
98,4,6,8,0.1,0.001,2.6666666666666665,98,,2,98.0,4.561730859765377e-06,3.923171165344241e-07,3.923171165344241e-07
99,4,6,8,0.1,0.0001,2.6666666666666665,99,,3,99.0,1.7983372826377041e-06,1.1351017747033424e-07,1.1351017747033424e-07
100,4,6,8,0.1,1e-05,2.6666666666666665,100,,4,100.0,1.813431102287266e-06,1.1412348151327626e-07,1.1412348151327626e-07
101,4,6,8,0.1,1e-06,2.6666666666666665,101,,5,101.0,2.33386534859347e-06,1.3619438951240063e-07,1.3619438951240063e-07
102,4,6,8,0.2,0.1,2.6666666666666665,102,,6,102.0,2.823416902929958e-05,2.1165646402683344e-06,2.1165646402683344e-06
103,4,6,8,0.2,0.01,2.6666666666666665,103,,7,103.0,3.717267876689997e-05,1.6417379230172228e-06,1.6417379230172228e-06
104,4,6,8,0.2,0.001,2.6666666666666665,104,,0,104.0,5.239008977578769e-06,5.249276083654576e-07,5.249276083654576e-07
105,4,6,8,0.2,0.0001,2.6666666666666665,105,,1,105.0,2.217124423210025e-06,1.7127447818198399e-07,1.7127447818198399e-07
106,4,6,8,0.2,1e-05,2.6666666666666665,106,,2,106.0,1.3606080760253896e-06,1.0738724826434006e-07,1.0738724826434006e-07
107,4,6,8,0.2,1e-06,2.6666666666666665,107,,3,107.0,1.2198364564882769e-06,1.0495969382171175e-07,1.0495969382171175e-07
108,4,6,8,0.5,0.1,2.6666666666666665,108,,4,108.0,2.585153242900441e-05,1.9455096262518833e-06,1.9455096262518833e-06
109,4,6,8,0.5,0.01,2.6666666666666665,109,,5,109.0,3.1974901452637365e-05,2.3515061278121794e-06,2.3515061278121794e-06
110,4,6,8,0.5,0.001,2.6666666666666665,110,,6,110.0,1.4808040167914049e-05,9.979354827034475e-07,9.979354827034475e-07
111,4,6,8,0.5,0.0001,2.6666666666666665,111,,7,111.0,4.180030758496574e-06,4.4409788217515684e-07,4.4409788217515684e-07
112,4,6,8,0.5,1e-05,2.6666666666666665,112,,0,112.0,1.712174962078439e-06,1.5460200845411538e-07,1.5460200845411538e-07
113,4,6,8,0.5,1e-06,2.6666666666666665,113,,1,113.0,1.4702378831967848e-06,1.268049088002227e-07,1.268049088002227e-07
114,4,6,8,0.8,0.1,2.6666666666666665,114,,2,114.0,2.531529112013642e-05,1.9035905368661194e-06,1.9035905368661194e-06
115,4,6,8,0.8,0.01,2.6666666666666665,115,,3,115.0,2.6039103052339014e-05,1.9637602488082058e-06,1.9637602488082058e-06
116,4,6,8,0.8,0.001,2.6666666666666665,116,,4,116.0,3.7099328263125685e-05,2.5159454257966864e-06,2.5159454257966864e-06
117,4,6,8,0.8,0.0001,2.6666666666666665,117,,5,117.0,7.108237657319149e-06,7.413517906859489e-07,7.413517906859489e-07
