outer_resampling_id,resampling_id,gid,train_mse,test_mse
0,0,233,8.897236982012749e-07,1.7886235811681477e-06
0,1,233,8.179662692744941e-07,2.6656479205675528e-05
0,2,233,8.501508943324701e-07,1.605504819796532e-05
0,3,233,8.666405928533456e-07,1.0468742935094064e-05
0,4,233,8.95032119772813e-07,6.578817487469393e-09
0,5,233,8.59772668891788e-07,1.1765500417541138e-05
0,6,955,8.121165066231242e-07,5.53948749933653e-05
0,7,233,8.85174919466626e-07,3.5245052806038286e-06
0,8,233,8.713041432467439e-07,8.610811094543148e-06
0,9,233,8.906594567198153e-07,1.602576656709449e-06
0,10,233,8.930818377073784e-07,7.219205228608467e-07
0,11,233,8.062279732538558e-07,3.0999416924548494e-05
0,12,233,8.850546601510175e-07,3.359678642797205e-06
0,13,233,8.760076647685486e-07,6.367609240179088e-06
0,14,233,8.804320147238018e-07,4.831373932495381e-06
0,15,233,4.2329019821522345e-07,0.0002048187351605
0,16,233,8.480887352940337e-07,2.029032860469714e-05
0,17,233,8.941050379900146e-07,4.095949874019736e-07
0,18,233,7.029683498487373e-07,8.320813453471091e-05
1,0,233,8.897236982012749e-07,1.7149941583809163e-06
1,1,233,8.142821055566221e-07,2.7916914103937108e-05
1,2,232,8.455042479610266e-07,2.2019397050068856e-05
1,3,233,8.693375582508454e-07,9.448519012117751e-06
1,4,233,8.949002277473111e-07,6.532529696162546e-09
1,5,233,8.580784053611409e-07,1.2292645146967333e-05
1,6,955,8.12640294910393e-07,5.396687113667937e-05
1,7,233,8.834631588727083e-07,4.095275499748009e-06
1,8,233,8.685247119376937e-07,9.59024230732806e-06
1,9,233,8.893269061976997e-07,2.044932397199078e-06
1,10,233,8.921073545514657e-07,1.032856972535551e-06
1,11,233,8.098729184311661e-07,2.9720452660599525e-05
1,12,233,8.858116624043312e-07,3.0628696932655165e-06
1,13,233,8.77019573247792e-07,5.988401494586425e-06
1,14,233,8.810947640031394e-07,4.570290239393837e-06
1,15,233,4.254208008047453e-07,0.0002038537897213
1,16,233,8.478539705013283e-07,2.033474684325271e-05
1,17,233,8.940136800225774e-07,3.920139525233242e-07
1,18,233,7.039167439362561e-07,8.274399030285836e-05
2,0,233,8.179662692744941e-07,1.3674597199080495e-06
2,1,233,8.142821055566221e-07,2.6311530088244063e-06
2,2,232,7.545995078454614e-07,2.5591943995087228e-05
2,3,233,8.027991431447781e-07,7.160910690346624e-06
2,4,233,8.220877781307658e-07,6.4213955063632684e-09
2,5,233,7.813622842104278e-07,1.360705328067098e-05
2,6,232,7.52918861389264e-07,2.582117871581282e-05
2,7,233,8.063553458442409e-07,5.64777477464652e-06
2,8,232,7.858014498688265e-07,1.4640495091416511e-05
2,9,232,8.061325737240276e-07,7.265371674280159e-06
2,10,232,8.081395065781008e-07,6.5507462578278885e-06
2,11,233,7.459296132058959e-07,2.6683118726131335e-05
2,12,233,8.149805663598782e-07,2.399202602485478e-06
2,13,233,8.068316064933994e-07,5.11524349923299e-06
2,14,233,8.101138361495826e-07,3.967121250273888e-06
2,15,233,3.580775315626048e-07,0.0002015093023737
2,16,233,7.747926222349139e-07,2.0442194955844866e-05
2,17,233,8.212954701294971e-07,3.5112970451444205e-07
2,18,233,6.337071190528558e-07,8.162304071558292e-05
3,0,233,8.501508943324701e-07,1.38908293542904e-06
3,1,232,8.455042479610266e-07,3.7379981039811496e-06
3,2,232,7.545995078454614e-07,3.5412326543027026e-05
3,3,233,8.345939235230849e-07,7.36430986728506e-06
3,4,233,8.543351843281208e-07,6.428038815396981e-09
3,5,233,8.138059267876595e-07,1.3555414155606668e-05
3,6,955,7.76867988782516e-07,4.960262572916377e-05
3,7,233,8.388221238472442e-07,5.58899737294279e-06
3,8,232,8.161936013401281e-07,1.4770656530700526e-05
3,9,232,8.366137370133805e-07,7.334674680142446e-06
3,10,232,8.386281285450582e-07,6.615157015179877e-06
3,11,233,7.774391741274624e-07,2.701462827502884e-05
3,12,233,8.471059311022902e-07,2.4434703714022303e-06
3,13,233,8.389091449714297e-07,5.1779167039812285e-06
3,14,233,8.422460908877551e-07,4.008007129886584e-06
3,15,233,3.899123769638425e-07,0.0002017236497171
3,16,233,8.070548125500028e-07,2.0435887287913813e-05
3,17,233,8.535373433010606e-07,3.535405899631861e-07
3,18,233,6.657797874982281e-07,8.170658856351038e-05
4,0,233,8.666405928533456e-07,2.230321682184954e-06
4,1,233,8.693375582508454e-07,1.3647732274064926e-06
4,2,233,8.027991431447781e-07,2.4598831880181477e-05
