0	0
1	1
2	3
3	7
4	15
5	31
6	63
7	127
8	63
9	31
10	63
11	127
12	63
13	127
14	63
15	126
16	63
17	31
18	62
19	125
20	62
21	125
22	62
23	124
24	62
25	125
26	62
27	31
28	63
29	127
30	63
31	126
32	63
33	31
34	62
35	125
36	62
37	124
38	62
39	124
40	62
41	31
42	15
43	30
44	60
45	120
46	60
47	30
48	61
49	122
50	61
51	123
52	61
53	30
54	15
55	31
56	63
57	127
58	63
59	126
60	63
61	31
62	62
63	125
64	62
65	124
66	62
67	31
68	15
69	7
70	3
71	1
72	2
73	5
74	10
75	21
76	42
77	85
78	42
79	84
80	42
81	21
82	43
83	87
84	43
85	86
86	43
87	21
88	10
89	20
90	40
91	80
92	40
93	81
94	40
95	20
96	41
97	82
98	41
99	83
100	41
101	20
102	10
103	5
104	2
105	4
106	9
107	18
108	37
109	74
110	37
111	18
112	36
113	72
114	36
115	73
116	36
117	18
118	9
119	19
120	39
121	79
122	39
123	78
124	39
125	19
126	38
127	77
128	38
129	76
130	38
131	19
132	9
133	18
134	36
135	72
136	36
137	18
138	37
139	74
140	37
141	18
142	36
143	72
144	36
145	18
146	37
147	74
148	37
149	74
150	37
151	75
152	37
153	18
154	9
155	4
156	8
157	16
158	32
159	64
160	32
161	64
162	32
163	16
164	33
165	66
166	33
167	16
168	32
169	65
170	32
171	16
172	8
173	17
174	34
175	69
176	34
177	17
178	35
179	71
180	35
181	70
182	35
183	17
184	34
185	68
186	34
187	69
188	34
189	17
190	8
191	16
192	32
193	16
194	33
195	66
196	33
197	67
198	33
199	16
200	8
201	17
202	34
203	69
204	34
205	17
206	35
207	71
208	35
209	70
210	35
211	17
212	34
213	17
214	8
215	16
216	32
217	64
218	32
219	65
220	32
221	64
222	32
223	16
224	33
225	66
226	33
227	67
228	33
229	16
230	8
231	17
232	35
233	71
234	35
235	70
236	35
237	17
238	8
239	16
240	32
241	16
242	33
243	66
244	33
245	67
246	33
247	16
248	8
249	17
250	34
251	69
252	34
253	17
254	35
255	71
256	35
257	71
258	35
259	70
260	35
261	17
262	8
263	4
264	9
265	19
266	39
267	79
268	39
269	78
270	39
271	79
272	39
273	19
274	38
275	77
276	38
277	76
278	38
279	19
280	9
281	18
282	37
283	18
284	36
285	72
286	36
287	72
288	36
289	18
290	36
291	72
292	36
293	18
294	37
295	74
296	37
297	75
298	37
299	75
300	37
301	18
302	9
303	19
304	38
305	77
306	38
307	19
308	39
309	79
310	39
311	19
312	39
313	19
314	9
315	18
316	37
317	74
318	37
319	75
320	37
321	74
322	37
323	74
324	37
325	18
326	9
327	4
328	8
329	16
330	32
331	16
332	33
333	66
334	33
335	67
336	33
337	16
338	8
339	4
340	2
341	1
342	3
343	7
344	14
345	28
346	56
347	28
348	57
349	114
350	57
351	28
352	56
353	112
354	56
355	28
356	14
357	29
358	58
359	117
360	58
361	116
362	58
363	29
364	59
365	119
366	59
367	118
368	59
369	29
370	14
371	7
372	15
373	31
374	63
375	127
376	63
377	31
378	62
379	125
380	62
381	124
382	62
383	31
384	15
385	30
386	60
387	121
388	60
389	30
390	60
391	121
392	60
393	30
394	15
395	7
396	3
397	1
398	2
399	4
400	8
401	16
402	32
403	64
404	32
405	16
406	33
407	66
408	33
409	16
410	8
411	4
412	9
413	18
414	37
415	74
416	37
417	74
418	37
419	74
420	37
421	18
422	9
423	19
424	39
425	79
426	39
427	19
428	38
429	77
430	38
431	76
432	38
433	19
434	9
435	18
436	36
437	18
438	37
439	74
440	37
441	74
442	37
443	74
444	37
445	75
446	37
447	18
448	37
449	18
450	9
451	19
452	38
453	77
454	38
455	19
456	39
457	79
458	39
459	78
460	39
461	19
462	9
463	4
464	8
465	16
466	8
467	17
468	34
469	17
470	35
471	17
472	8
473	4
474	9
475	19
476	39
477	19
478	38
479	19
480	39
481	19
482	39
483	19
484	39
485	19
486	39
487	19
488	39
489	79
490	39
491	78
492	39
493	19
494	9
495	4
496	2
497	5
498	10
499	21
500	42
501	85
502	42
503	21
504	43
505	21
506	43
507	87
508	43
509	86
510	43
511	21
512	10
513	20
514	40
515	80
516	40
517	81
518	40
519	20
520	40
521	80
522	40
523	20
524	41
525	82
526	41
527	83
528	41
529	20
530	10
531	5
532	2
533	4
534	8
535	17
536	35
537	17
538	34
539	17
540	35
541	17
542	8
543	4
544	9
545	19
546	39
547	19
548	9
549	18
550	36
551	18
552	37
553	18
554	37
555	18
556	37
557	18
558	37
559	18
560	37
561	18
562	37
563	18
564	37
565	18
566	37
567	18
568	37
569	74
570	37
571	75
572	37
573	18
574	9
575	4
576	8
577	17
578	34
579	17
580	35
581	71
582	35
583	17
584	35
585	17
586	8
587	16
588	33
589	67
590	33
591	16
592	8
593	4
594	9
595	18
596	37
597	74
598	37
599	18
600	37
601	74
602	37
603	18
604	36
605	73
606	36
607	18
608	9
609	19
610	38
611	19
612	39
613	79
614	39
615	19
616	9
617	18
618	37
619	75
620	37
621	18
622	9
623	4
624	8
625	16
626	32
627	64
628	32
629	64
630	32
631	65
632	32
633	16
634	8
635	4
636	9
637	19
638	39
639	19
640	39
641	79
642	39
643	78
644	39
645	19
646	9
647	18
648	37
649	74
650	37
651	75
652	37
653	18
654	9
655	19
656	39
657	79
658	39
659	78
660	39
661	78
662	39
663	19
664	38
665	77
666	38
667	76
668	38
669	19
670	9
671	4
672	8
673	16
674	32
675	16
676	33
677	66
678	33
679	16
680	8
681	17
682	34
683	69
684	34
685	69
686	34
687	68
688	34
689	17
690	8
691	16
692	32
693	16
694	33
695	16
696	8
697	4
698	9
699	18
700	36
701	72
702	36
703	18
704	37
705	74
706	37
707	74
708	37
709	74
710	37
711	75
712	37
713	18
714	9
715	19
716	39
717	79
718	39
719	78
720	39
721	19
722	9
723	18
724	37
725	75
726	37
727	18
728	37
729	18
730	9
731	19
732	38
733	77
734	38
735	19
736	39
737	79
738	39
739	79
740	39
741	78
742	39
743	19
744	9
745	4
746	2
747	5
748	10
749	21
750	42
751	85
752	42
753	21
754	43
755	87
756	43
757	21
758	43
759	86
760	43
761	21
762	42
763	84
764	42
765	85
766	42
767	85
768	42
769	85
770	42
771	85
772	42
773	84
774	42
775	21
776	10
777	5
778	11
779	22
780	44
781	88
782	44
783	88
784	44
785	22
786	45
787	90
788	45
789	91
790	45
791	22
792	11
793	23
794	47
795	94
796	47
797	95
798	47
799	23
800	11
801	5
802	2
803	4
804	8
805	16
806	32
807	16
808	33
809	66
810	33
811	16
812	8
813	4
814	9
815	18
816	36
817	18
818	37
819	74
820	37
821	18
822	9
823	19
824	39
825	79
826	39
827	19
828	38
829	77
830	38
831	76
832	38
833	19
834	9
835	4
836	8
837	17
838	34
839	69
840	34
841	17
842	35
843	17
844	35
845	17
846	35
847	71
848	35
849	70
850	35
851	17
852	8
853	4
854	9
855	19
856	39
857	79
858	39
859	79
860	39
861	19
862	9
863	4
864	2
865	1
866	3
867	6
868	13
869	26
870	52
871	104
872	52
873	26
874	53
875	106
876	53
877	107
878	53
879	26
880	52
881	26
882	13
883	27
884	13
885	6
886	12
887	24
888	48
889	97
890	48
891	24
892	49
893	98
894	49
895	24
896	48
897	96
898	48
899	97
900	48
901	24
902	49
903	99
904	49
905	99
906	49
907	24
908	12
909	25
910	50
911	101
912	50
913	25
914	51
915	103
916	51
917	25
918	12
919	6
920	13
921	27
922	55
923	111
924	55
925	110
926	55
927	27
928	54
929	27
930	13
931	26
932	52
933	26
934	53
935	106
936	53
937	26
938	53
939	106
940	53
941	26
942	52
943	104
944	52
945	105
946	52
947	26
948	13
949	27
950	54
951	109
952	54
953	27
954	55
955	111
956	55
957	110
958	55
959	27
960	13
961	6
962	3
963	7
964	15
965	31
966	62
967	125
968	62
969	31
970	63
971	31
972	63
973	127
974	63
975	127
976	63
977	31
978	63
979	31
980	63
981	127
982	63
983	126
984	63
985	126
986	63
987	127
988	63
989	126
990	63
991	127
992	63
993	31
994	62
995	124
996	62
997	125
998	62
999	124
1000	62
1001	31
1002	15
1003	30
1004	60
1005	120
1006	60
1007	121
1008	60
1009	30
1010	15
1011	31
1012	62
1013	31
1014	62
1015	31
1016	63
1017	127
1018	63
1019	126
1020	63
1021	126
1022	63
1023	31
1024	62
1025	124
1026	62
1027	124
1028	62
1029	125
1030	62
1031	124
1032	62
1033	31
1034	15
1035	30
1036	60
1037	30
1038	15
1039	7
1040	14
1041	28
1042	56
1043	113
1044	56
1045	112
1046	56
1047	28
1048	57
1049	114
1050	57
1051	115
1052	57
1053	28
1054	14
1055	29
1056	59
1057	29
1058	59
1059	119
1060	59
1061	29
