outer_resampling_id,train_mse
0,1.1580043441822668e-05
1,1.082490031140979e-05
2,9.693509051849856e-06
3,9.891765264253578e-06
4,1.1534982229632361e-05
5,1.2111958613360249e-05
6,1.069411378003717e-05
7,1.1681527476781045e-05
8,1.1853021819050849e-05
9,1.2090857149260613e-05
10,1.1749569633311131e-05
11,9.774092141386538e-06
12,1.1339686776032487e-05
13,1.1856941864491721e-05
14,1.1995477219698606e-05
15,1.2104964671982933e-05
16,1.1924266471000875e-05
17,1.2072647879444845e-05
18,1.2104432512753012e-05
19,1.2011915296081173e-05
