exp_id,id_in_exp,yres,ypred,w
0,0,0.00018227465430781616,0.0013990869083674127,0.05
0,1,0.0004406236524039812,0.002908962569611257,0.05
0,2,0.0008259103833514187,0.006561343396891033,0.05
0,3,0.0007507455619515916,0.013400263469303368,0.05
0,4,0.00018813505958362902,0.025583766567179277,0.05
1,0,2.1392074787595707e-07,-0.00046251567311384926,0.05
1,1,0.0004853492910816862,0.0017693556362577978,0.05
1,2,0.00014494651995384635,0.01696062626405151,0.05
1,3,8.248941351818373e-05,0.029417631723048017,0.05
1,4,1.8218738025583086e-06,0.04085023194490375,0.05
1,5,8.157608505248301e-05,0.050731948020913485,0.05
1,6,0.0005026693872661905,0.06442028963386046,0.05
2,0,0.00026290131247527277,0.011085768211991273,0.05
2,1,8.703680819836722e-05,0.01187064802902328,0.05
2,2,3.9824895570255335e-05,0.012589303083632099,0.05
2,3,2.2613345580452913e-06,0.013296226560267375,0.05
3,0,4.870361874003558e-05,0.06932120219951635,0.05
3,1,9.956126902316784e-06,0.0717553330889649,0.05
3,2,1.548310509680384e-06,0.07425568874083677,0.05
3,3,2.5682353289022344e-05,0.07676777597068205,0.05
