outer_resampling_id,train_mse
0,1.3163567422623386e-05
1,1.2332451749507888e-05
2,1.0881035778467033e-05
3,1.0569767698518535e-05
4,1.2067064850408894e-05
5,1.36834511454918e-05
6,1.3068703346706226e-05
7,1.3385995806378573e-05
8,1.3362119266301139e-05
9,1.3620119060769344e-05
10,1.3531409629093456e-05
11,1.1901436348561623e-05
12,1.2529824184678082e-05
13,1.3528588669426518e-05
14,1.3671558571686571e-05
15,1.3192303072187408e-05
16,1.3622892229115588e-05
17,1.3614191873367692e-05
18,1.366327890265541e-05
19,1.3667736617988048e-05
