resampling_id,train_rss,train_mse,train_nmse
0,0.00014123590279246695,7.433468568024576e-06,0.01715955437077489
1,0.00015315967770627973,8.061035668751565e-06,0.017872404532802453
2,0.00015500635415713573,8.158229166165039e-06,0.017706800208658596
3,0.0001505887986679823,7.925726245683279e-06,0.017219594596805367
4,0.00015213625436424574,8.007171282328723e-06,0.017379191622895872
5,0.00015605342781891765,8.213338306258823e-06,0.021392222769458638
6,0.000153077800779622,8.05672635682221e-06,0.017868747825524625
7,0.00015582080868911996,8.201095194164209e-06,0.017939405633666167
8,0.00015285647926599653,8.04507785610508e-06,0.017456042174099077
9,0.00014891263478272894,7.837507093827838e-06,0.017052151620861718
10,0.00014953696482941534,7.870366569969228e-06,0.017114020967362382
11,0.00014916579347975725,7.850831235776697e-06,0.017077176532474248
12,0.00015526386837361124,8.17178254597954e-06,0.017942822259815826
13,0.00013246813363052037,6.9720070331852824e-06,0.01561045282369315
14,0.0001372529634592682,7.2238401820667475e-06,0.016334957047561025
15,0.0001445250068148012,7.606579306042168e-06,0.017569248351068385
16,0.00010357260595653514,5.45118978718606e-06,0.014473693210805685
17,0.00014561556415056438,7.66397706055602e-06,0.018847558723113035
18,0.00015407869485401863,8.10940499231677e-06,0.021337711638932486
19,0.00015022015124851508,7.906323749921847e-06,0.019998750499563872
