Unnamed: 0,cdens,knum,type_complex,k_alph,num_complex,grid_id,save_path,grid_id_old,jack_mse_mean,jack_mse_std,jack_mse_se
4,32,4,8,0.999,2.6666666666666665,220,,4,4.58785555691529e-06,2.6640028950699506e-07,2.6640028950699506e-07
5,32,6,8,0.001,2.6666666666666665,221,,5,2.4920652040354674e-05,1.868956192096556e-06,1.868956192096556e-06
6,32,6,8,0.01,2.6666666666666665,222,,6,3.855969841250693e-05,2.1325651949973426e-06,2.1325651949973426e-06
7,32,6,8,0.1,2.6666666666666665,223,,7,1.2180268723122239e-06,1.0348384153150874e-07,1.0348384153150874e-07
0,32,6,8,0.2,2.6666666666666665,224,,0,1.0027740587385482e-06,1.2171073361474857e-07,1.2171073361474857e-07
1,32,6,8,0.3,2.6666666666666665,225,,1,1.0127673745693473e-06,1.2911391285299622e-07,1.2911391285299622e-07
2,32,6,8,0.4,2.6666666666666665,226,,2,1.076183435466244e-06,1.3590200775460891e-07,1.3590200775460891e-07
3,32,6,8,0.5,2.6666666666666665,227,,3,1.1728232129625635e-06,1.4304085682773941e-07,1.4304085682773941e-07
4,32,6,8,0.6,2.6666666666666665,228,,4,1.314352610308417e-06,1.5081467519594292e-07,1.5081467519594292e-07
5,32,6,8,0.7,2.6666666666666665,229,,5,1.5404848067911708e-06,1.609179535958669e-07,1.609179535958669e-07
6,32,6,8,0.8,2.6666666666666665,230,,6,1.9173376259627413e-06,1.7578403312637003e-07,1.7578403312637003e-07
7,32,6,8,0.9,2.6666666666666665,231,,7,2.5679979315229573e-06,1.884870944442338e-07,1.884870944442338e-07
0,32,6,8,0.99,2.6666666666666665,232,,0,4.061782609229423e-06,2.1895423478272548e-07,2.1895423478272548e-07
1,32,6,8,0.999,2.6666666666666665,233,,1,4.390147498590556e-06,2.2687346383547768e-07,2.2687346383547768e-07
2,32,8,8,0.001,2.6666666666666665,234,,2,2.493965443149328e-05,1.871671843667804e-06,1.871671843667804e-06
3,32,8,8,0.01,2.6666666666666665,235,,3,3.8459322630009994e-05,2.1407806460397786e-06,2.1407806460397786e-06
4,32,8,8,0.1,2.6666666666666665,236,,4,1.2800646194203976e-06,1.0352420941323024e-07,1.0352420941323024e-07
5,32,8,8,0.2,2.6666666666666665,237,,5,1.0315234927853813e-06,1.1742083090321943e-07,1.1742083090321943e-07
6,32,8,8,0.3,2.6666666666666665,238,,6,9.906710998542424e-07,1.2345602035987832e-07,1.2345602035987832e-07
7,32,8,8,0.4,2.6666666666666665,239,,7,1.0294191175800942e-06,1.2879773989014758e-07,1.2879773989014758e-07
0,32,8,8,0.5,2.6666666666666665,240,,0,1.1003065244125697e-06,1.3440043278566665e-07,1.3440043278566665e-07
1,32,8,8,0.6,2.6666666666666665,241,,1,1.1904752893279922e-06,1.4018545480285577e-07,1.4018545480285577e-07
2,32,8,8,0.7,2.6666666666666665,242,,2,1.3359020681008904e-06,1.468010781247802e-07,1.468010781247802e-07
3,32,8,8,0.8,2.6666666666666665,243,,3,1.6218405580351765e-06,1.5839049457015976e-07,1.5839049457015976e-07
4,32,8,8,0.9,2.6666666666666665,244,,4,2.1349258644388167e-06,1.7094082810413043e-07,1.7094082810413043e-07
5,32,8,8,0.99,2.6666666666666665,245,,5,3.4270449595267792e-06,1.9652389852107915e-07,1.9652389852107915e-07
6,32,8,8,0.999,2.6666666666666665,246,,6,3.7261750512957456e-06,2.1066444426112094e-07,2.1066444426112094e-07
7,32,10,8,0.001,2.6666666666666665,247,,7,2.4979768924377105e-05,1.8737983554225562e-06,1.8737983554225562e-06
0,32,10,8,0.01,2.6666666666666665,248,,0,3.8447078460020944e-05,2.140974824140679e-06,2.140974824140679e-06
1,32,10,8,0.1,2.6666666666666665,249,,1,1.2686408575765754e-06,1.0490127127941646e-07,1.0490127127941646e-07
2,32,10,8,0.2,2.6666666666666665,250,,2,1.0245356129889219e-06,1.1945508126775644e-07,1.1945508126775644e-07
3,32,10,8,0.3,2.6666666666666665,251,,3,9.938497632536687e-07,1.2508569058122297e-07,1.2508569058122297e-07
4,32,10,8,0.4,2.6666666666666665,252,,4,1.0331316381413409e-06,1.2868531488567612e-07,1.2868531488567612e-07
5,32,10,8,0.5,2.6666666666666665,253,,5,1.0946711224965516e-06,1.3399000375971656e-07,1.3399000375971656e-07
6,32,10,8,0.6,2.6666666666666665,254,,6,1.1906737254025572e-06,1.4067904033992668e-07,1.4067904033992668e-07
7,32,10,8,0.7,2.6666666666666665,255,,7,1.3405752091191831e-06,1.4785815149156717e-07,1.4785815149156717e-07
0,32,10,8,0.8,2.6666666666666665,256,,0,1.630196395491541e-06,1.5737455280509297e-07,1.5737455280509297e-07
1,32,10,8,0.9,2.6666666666666665,257,,1,2.1889904478397865e-06,1.709919022695591e-07,1.709919022695591e-07
2,32,10,8,0.99,2.6666666666666665,258,,2,3.6852675666365126e-06,2.0702373720474559e-07,2.0702373720474559e-07
3,32,10,8,0.999,2.6666666666666665,259,,3,3.951031731284156e-06,2.1621106150779743e-07,2.1621106150779743e-07
