Unnamed: 0,cdens,knum,type_complex,k_alph,num_complex,grid_id,save_path,grid_id_old,mse_comb,mse_tem,mse_trec,mse_tmem,mse_steady,mse_mean,mse_mean2,coef,shift
0,8,8,8,0.001,2.6666666666666665,104,,0,0.0015550926244485834,0.0013200767341087678,0.00010192367405578689,0.0005169825964383415,5.3554654717548794e-05,0.0004981344148301112,0.0005690896779141667,-0.07065983546160348,0.3610565818486262
1,8,8,8,0.01,2.6666666666666665,105,,1,0.0017985079531932624,0.0013612000442109566,0.0007772454067836619,0.0006038973952113887,2.196574459967692e-05,0.000691077147701421,0.0008171256736333838,-0.012030189457630487,0.10799455547695114
2,8,8,8,0.1,2.6666666666666665,106,,2,0.000910883748396511,4.3102240948780684e-05,4.873462703085306e-05,7.341429316922597e-05,3.8725931734047276e-05,5.0994273220726744e-05,4.930232681042346e-05,0.030989475752467403,0.01362045104353888
3,8,8,8,0.2,2.6666666666666665,107,,3,0.0008897481707271803,1.967950747421726e-05,2.449047395745359e-05,4.8989400916253736e-05,4.696075242924872e-05,3.503003369429332e-05,3.071501936814069e-05,0.025787071007712214,0.025076569152136984
4,8,8,8,0.3,2.6666666666666665,108,,4,0.0008812829935874806,8.866096433302127e-06,2.0239318227268972e-05,4.0016767323444257e-05,4.930192227580543e-05,2.9606026064955198e-05,2.458825315339865e-05,0.02376598105205708,0.028922718111698963
5,8,8,8,0.4,2.6666666666666665,109,,5,0.0008768457173922041,3.346347345446655e-06,2.127295086861023e-05,3.5581660367539585e-05,5.0546865752623854e-05,2.7686956083555078e-05,2.2561187091379535e-05,0.022654353702710982,0.03080747336593899
6,8,8,8,0.5,2.6666666666666665,110,,6,0.0008744526540099309,2.3244166586029737e-06,2.558661080973022e-05,3.4502740810203033e-05,5.149760609091221e-05,2.8477843592362112e-05,2.3637066972963607e-05,0.021940671329564836,0.03189271489689073
7,8,8,8,0.6,2.6666666666666665,111,,7,0.0008744532601906088,4.477125829745983e-06,3.2633260027378316e-05,3.588610210194759e-05,5.253996994673441e-05,3.1384114476451576e-05,2.7107807293821768e-05,0.021481693450422945,0.03249298977075153
0,8,8,8,0.7,2.6666666666666665,112,,0,0.0008767180535994381,8.217886026739212e-06,4.126058146887324e-05,3.789838763823961e-05,5.341765075901481e-05,3.519862647321672e-05,3.171216223141323e-05,0.02109451757396703,0.03297116273350261
1,8,8,8,0.8,2.6666666666666665,113,,1,0.0008802721947256684,1.4159564809405944e-05,5.771629662013517e-05,4.16217236664039e-05,5.435249603411683e-05,4.1962520282515464e-05,3.995432375993383e-05,0.020817345917201947,0.03327935077949705
2,8,8,8,0.9,2.6666666666666665,114,,2,0.0008972567792320392,2.355897299219198e-05,0.00010030990265741139,4.608846769843416e-05,5.5329306394568766e-05,5.632166243565158e-05,5.819258756536828e-05,0.02067102057687474,0.033404025243545854
3,8,8,8,0.99,2.6666666666666665,115,,3,0.0009212350956929396,3.462126447263109e-05,0.00020954942153111414,5.269542192328169e-05,5.5622244590171024e-05,8.812208812929948e-05,9.944317308682388e-05,0.020539383172789638,0.033587641016928
4,8,8,8,0.999,2.6666666666666665,116,,4,0.000927241653090061,3.7071995086750004e-05,0.00023569399960042618,5.52358265772444e-05,5.5920507561831635e-05,9.598058220656306e-05,0.00010944805391890473,0.020607527516415532,0.033454475925646786
5,8,10,8,0.001,2.6666666666666665,117,,5,0.0015553733442842726,0.001321090063038474,0.00010209904918761763,0.0005167592854069558,5.350864039367488e-05,0.0004983642595066805,0.0005694410250421357,-0.07062159153646058,0.3608812346458767
6,8,10,8,0.01,2.6666666666666665,118,,6,0.0017984351071327015,0.0013621837072965916,0.0007757719196650265,0.0006043806482043732,2.199781460993138e-05,0.0006910835224439807,0.0008170482861229235,-0.012055748937983472,0.10806635215846319
7,8,10,8,0.1,2.6666666666666665,119,,7,0.0009112206624157277,4.427778601032163e-05,4.9940821319632794e-05,7.422248639866787e-05,3.8815887142894004e-05,5.181424521787907e-05,5.024593136691179e-05,0.031006482107295924,0.013623317649375397
0,8,10,8,0.2,2.6666666666666665,120,,0,0.0008909242035291387,2.106136128418457e-05,2.629196235561952e-05,4.9705955886844456e-05,4.671964203305041e-05,3.594473038992474e-05,3.185537419991718e-05,0.025730558103930285,0.02525550942165977
1,8,10,8,0.3,2.6666666666666665,121,,1,0.0008832412864447306,1.0373423314553399e-05,2.2355148997820367e-05,4.0741551584864706e-05,4.886666285101812e-05,3.058419668706415e-05,2.584422651010506e-05,0.023673960381653834,0.029192376105864903
2,8,10,8,0.4,2.6666666666666665,122,,2,0.0008800099697124575,4.8853780159759685e-06,2.343364234164575e-05,3.576012928218355e-05,4.978508151079663e-05,2.8466057787650473e-05,2.3697208584703936e-05,0.022468816645238393,0.03127167752276342
3,8,10,8,0.5,2.6666666666666665,123,,3,0.0008793639792901933,3.814731192488668e-06,2.7416508402828876e-05,3.3793146011443076e-05,5.038390230320817e-05,2.8852071977492198e-05,2.443992125088106e-05,0.021644886046316585,0.03257802907761963
4,8,10,8,0.6,2.6666666666666665,124,,4,0.0008786225195581638,5.71969455566394e-06,3.567892898632675e-05,3.5439094884460786e-05,5.118774514303929e-05,3.200636589237269e-05,2.8237347851913578e-05,0.021107789557805755,0.033339491393178725
5,8,10,8,0.7,2.6666666666666665,125,,5,0.0008805904630226985,9.423543630952237e-06,4.737347414545605e-05,3.867121836914982e-05,5.204192358498171e-05,3.687753993263496e-05,3.405119625115802e-05,0.02070300480736186,0.033862193312181876
6,8,10,8,0.8,2.6666666666666665,126,,6,0.00088461878081554,1.4726420251156167e-05,6.752139378345351e-05,4.220719134325473e-05,5.248028106471603e-05,4.423382161064511e-05,4.319718341286502e-05,0.020274450611065094,0.034456302595411714
7,8,10,8,0.9,2.6666666666666665,127,,7,0.000902893036090709,2.3723895756985486e-05,0.00011766798447917331,4.548909554007526e-05,5.262585628277641e-05,5.987670801475262e-05,6.348311871586155e-05,0.019910153703870986,0.03499906404830141
0,8,10,8,0.99,2.6666666666666665,128,,0,0.0009305752654742125,3.392910049596523e-05,0.00023290425631415003,5.4044388836991054e-05,5.269251028208873e-05,9.339256398229876e-05,0.00010673393545655172,0.019729204619774746,0.03528725144161107
1,8,10,8,0.999,2.6666666666666665,129,,1,0.00093750486277721,3.577511200335018e-05,0.0002624768652879972,5.6285976709094225e-05,5.284337958839872e-05,0.00010184533339721008,0.00011760555181336464,0.019761209511823828,0.03522441015189835
2,16,2,8,0.001,2.6666666666666665,130,,2,0.0015587554089936115,0.001340989310891026,0.0001033469750798945,0.0005085977180308964,5.289476946475908e-05,0.000501457193366644,0.0005750275099062495,-0.06718065041591126,0.349490886280411
3,16,2,8,0.01,2.6666666666666665,131,,3,0.0018012188641961086,0.0013348606648340268,0.000825842344584496,0.0005803844817711153,2.0491551792768664e-05,0.0006903947607456017,0.0008203803420668217,-0.010785598483112278,0.10446786792939336
4,16,2,8,0.1,2.6666666666666665,132,,4,0.0008989457329373385,2.391222089460004e-05,4.4964476123947165e-05,5.492883969933524e-05,4.8544594565509404e-05,4.308753282084796e-05,4.020447138365652e-05,0.0347653036825106,0.002030464917864957
5,16,2,8,0.2,2.6666666666666665,133,,5,0.0008776306337417095,6.055877628326789e-06,2.6978752655192445e-05,3.639443084924547e-05,5.531081652773611e-05,3.1184969415125205e-05,2.6295751324003342e-05,0.02999231258399637,0.01247225154112594
6,16,2,8,0.3,2.6666666666666665,134,,6,0.000870011757229062,3.582218928342389e-06,2.579733060221887e-05,2.9161310299309462e-05,5.602598474903607e-05,2.8641711144726696e-05,2.3991065684911345e-05,0.028100344427643677,0.016051849753844417
7,16,2,8,0.4,2.6666666666666665,135,,7,0.0008648462553369479,6.161253666824791e-06,2.6587573383734703e-05,2.5996892946762657e-05,5.6239595279528505e-05,2.874632881921266e-05,2.462235705456836e-05,0.026947309400295192,0.018012364478014395
0,16,2,8,0.5,2.6666666666666665,136,,0,0.0008609774873195808,1.0522904314254292e-05,3.1284005175219174e-05,2.641923040532723e-05,5.654753271283672e-05,3.119341815190935e-05,2.776343034951848e-05,0.026136978819631375,0.0192616860438945
1,16,2,8,0.6,2.6666666666666665,137,,1,0.0008585367539884918,1.5597926586011836e-05,4.082347401468217e-05,3.1055713517602214e-05,5.6739225585024815e-05,3.605408492583026e-05,3.3439623384002516e-05,0.025446110530152277,0.020283002821401025
2,16,2,8,0.7,2.6666666666666665,138,,2,0.0008577865571683035,1.909714743064023e-05,5.189082113438652e-05,3.861627944418511e-05,5.5929524249225966e-05,4.138344306460945e-05,3.9420290137244097e-05,0.02454492121767793,0.021781108780125125
3,16,2,8,0.8,2.6666666666666665,139,,3,0.0008622558926846486,2.1992797555456914e-05,7.418064901618839e-05,5.059966947002218e-05,5.5094646372213706e-05,5.0466940603470296e-05,4.967353483092109e-05,0.02371176280698891,0.023212759169158492
4,16,2,8,0.9,2.6666666666666665,140,,4,0.0008772825581448536,2.765035607679579e-05,0.00012733329056896728,6.522002663810653e-05,5.545842542757412e-05,6.891552467786093e-05,7.177429089286781e-05,0.023303836159535518,0.023852478430265472
5,16,2,8,0.99,2.6666666666666665,141,,5,0.0009168799024220621,3.3986345108051555e-05,0.0002639729271071871,8.045105337204714e-05,5.483011042966476e-05,0.00010831010900423764,0.00012186661803869821,0.022871281339888742,0.024680761613790285
6,16,2,8,0.999,2.6666666666666665,142,,6,0.0009311707224859475,3.532734203123912e-05,0.000314404172977658,8.3538921257873e-05,5.4836880322316584e-05,0.00012202682914727168,0.00013963980526633064,0.02286531326359269,0.02469136928234767
7,16,4,8,0.001,2.6666666666666665,143,,7,0.0015596321717556705,0.00133178716023423,0.00010367314348142522,0.0005179136073642712,5.3297127926769595e-05,0.000501667759751674,0.000573688557120392,-0.0671128988677886,0.3499196230577043
0,16,4,8,0.01,2.6666666666666665,144,,0,0.0018010419464919189,0.0013382384469926049,0.0008160774470925639,0.0005880300642707242,2.05141804062342e-05,0.0006907150346905319,0.0008195293388078827,-0.010855878650787664,0.1047135370619891
1,16,4,8,0.1,2.6666666666666665,145,,1,0.0009008579970389182,2.987819317777419e-05,4.67478227664073e-05,6.918178893971262e-05,4.6775303825913496e-05,4.81457771774519e-05,4.486818744233151e-05,0.03340537281621917,0.006003089175548031
2,16,4,8,0.2,2.6666666666666665,146,,2,0.0008762836112795054,8.124726385366965e-06,2.8183664014556726e-05,5.5947035640802685e-05,5.450036415377431e-05,3.6688947548625173e-05,3.0510696765737396e-05,0.028784962646112855,0.016141614183411444
3,16,4,8,0.3,2.6666666666666665,147,,3,0.0008654853858508367,2.59673459909726e-06,2.6227676287151752e-05,5.133423417949527e-05,5.621675835625526e-05,3.409385085549989e-05,2.7533302384708092e-05,0.02707317799080647,0.019342459295070977
4,16,4,8,0.4,2.6666666666666665,148,,4,0.0008600358210563547,2.944987514909272e-06,2.653317404935677e-05,4.684478565511222e-05,5.677309333505119e-05,3.327401013860736e-05,2.7095700353115915e-05,0.025942861120895888,0.021231456676546925
5,16,4,8,0.5,2.6666666666666665,149,,5,0.000857790302693876,5.590994579104994e-06,2.9217847030101523e-05,4.4112612010537166e-05,5.7500024053935406e-05,3.410536941841977e-05,2.8538386547147603e-05,0.025188391768088292,0.022350914970698528
6,16,4,8,0.6,2.6666666666666665,150,,6,0.0008588982480531968,9.340626569649694e-06,3.503686726461285e-05,4.310895619553868e-05,5.8494585517814856e-05,3.6495258886904016e-05,3.172642156364644e-05,0.0246340919325976,0.02308402540208041
7,16,4,8,0.7,2.6666666666666665,151,,7,0.0008622352515617541,1.3102996963109997e-05,4.350882046481005e-05,4.492413938701084e-05,5.918919175492938e-05,4.0181287142465065e-05,3.6222827666296725e-05,0.024033586655173425,0.023948241349463845
0,16,4,8,0.8,2.6666666666666665,152,,0,0.0008761295780717441,1.7311772703980994e-05,6.316524555992235e-05,4.720676499660081e-05,5.865613973636849e-05,4.6584980749218166e-05,4.4469490210129336e-05,0.023170484782195057,0.025401098198454583
1,16,4,8,0.9,2.6666666666666665,153,,1,0.0008973231438489887,2.6114478709233547e-05,0.00010539672112100008,4.724207303731993e-05,5.814835765564001e-05,5.9225407630798395e-05,6.140213839223787e-05,0.02248443848697427,0.026581231938122493
2,16,4,8,0.99,2.6666666666666665,154,,2,0.0009322183090998401,3.6143977525824266e-05,0.00023025450141552316,5.571565981206581e-05,5.741770023836887e-05,9.488295974794552e-05,0.00010765505298885493,0.02203964048560111,0.027414970093183555
3,16,4,8,0.999,2.6666666666666665,155,,3,0.0009440496954342828,3.953301002962839e-05,0.0002786275607678967,5.923800911016275e-05,5.7755488635049976e-05,0.00010878851713568444,0.00012555243989004382,0.02211854135301465,0.027249281359665617
4,16,6,8,0.001,2.6666666666666665,156,,4,0.0015585621078219548,0.0013346342315886423,0.0001037597917505737,0.0005120381734995994,5.325623002968906e-05,0.0005009221067171261,0.0005736804083679535,-0.06715382439752489,0.34999995243702064
5,16,6,8,0.01,2.6666666666666665,157,,5,0.0017997666699112625,0.0013516333131112206,0.0007952886075762326,0.0005956257613386207,2.1294595637076245e-05,0.0006909605694157876,0.0008184606997251007,-0.011344447509259958,0.10611897889266038
6,16,6,8,0.1,2.6666666666666665,158,,6,0.000898813619592376,3.0192681218911922e-05,5.7659466119130305e-05,9.217600749945915e-05,4.613598938460674e-05,5.6541036055527026e-05,5.23360485933584e-05,0.03297499226348995,0.00748233580202981
7,16,6,8,0.2,2.6666666666666665,159,,7,0.0008739075004992114,9.268822261400006e-06,3.976498953012184e-05,7.80669662839888e-05,5.4083291535391176e-05,4.5296017402725455e-05,3.836964690040395e-05,0.028279215351621756,0.017803455383134055
0,16,6,8,0.3,2.6666666666666665,160,,0,0.0008657057708248169,3.5733096171371116e-06,4.102884665645082e-05,7.237916185007512e-05,5.5783130999628264e-05,4.319111228082283e-05,3.6227767566146544e-05,0.026416464017464166,0.021310956707811052
1,16,6,8,0.4,2.6666666666666665,161,,1,0.0008625827510055045,3.124018184366441e-06,4.311654441397148e-05,6.815864516276933e-05,5.667831385576369e-05,4.276938040421774e-05,3.621968070253482e-05,0.02530298026837472,0.02317153855103739
2,16,6,8,0.5,2.6666666666666665,162,,2,0.0008618010853964924,4.620369640083713e-06,4.5208558111708173e-05,6.595834674339315e-05,5.7723883030553845e-05,4.337778938143472e-05,3.7223347546255134e-05,0.0245589817446064,0.024268314220837337
3,16,6,8,0.6,2.6666666666666665,163,,3,0.0008612841663480751,7.2002882564167725e-06,4.650017391058742e-05,6.477515630839513e-05,5.866715174002789e-05,4.4285692553856806e-05,3.847387206373857e-05,0.023907490710386066,0.025184918892534585
4,16,6,8,0.7,2.6666666666666665,164,,4,0.0008617674711349117,1.083882919889597e-05,5.457889531646993e-05,6.620261438519345e-05,6.0099272227916026e-05,4.7929902782118845e-05,4.285622260730689e-05,0.023452886351154147,0.025727746288299023
5,16,6,8,0.8,2.6666666666666665,165,,5,0.0008652442243212966,1.4801365285540337e-05,7.015431694858108e-05,6.927438449928707e-05,6.131367940959153e-05,5.388593653575e-05,5.008323806285357e-05,0.023053672233772568,0.0262132884147299
6,16,6,8,0.9,2.6666666666666665,166,,6,0.0008765255366202598,1.8309335911190035e-05,0.00011403741521702673,8.237471035410214e-05,6.133728531650684e-05,6.901468669970643e-05,6.806758298784043e-05,0.02253810692406448,0.027034236675760756
7,16,6,8,0.99,2.6666666666666665,167,,7,0.0009069194306917522,2.2494339794532635e-05,0.0002236014556578982,9.761854587735674e-05,6.035977122684175e-05,0.00010101852813915731,0.00010836165133484336,0.022057648419249017,0.027922460960444213
0,16,6,8,0.999,2.6666666666666665,168,,0,0.0009145719518881054,2.2831663670375453e-05,0.00025101626336909336,9.932949205695787e-05,6.0150258627599166e-05,0.00010833191943100646,0.00011786260079391579,0.021998889969625863,0.028039579854221033
1,16,8,8,0.001,2.6666666666666665,169,,1,0.0015592189051738573,0.0013360554236708764,0.00010397144621819671,0.0005124693851587649,5.329471060766205e-05,0.000501447741413875,0.0005743029725907623,-0.06711882402723864,0.34983511116852317
2,16,8,8,0.01,2.6666666666666665,170,,2,0.001799246246681512,0.0013555719739501444,0.0007893778819321803,0.0005974404132321932,2.1534663112706395e-05,0.0006909812330568061,0.0008181457980182582,-0.011493369522390991,0.10654745833688598
3,16,8,8,0.1,2.6666666666666665,171,,3,0.0009024388983755766,3.084767283908729e-05,5.541099306989927e-05,8.462907671295838e-05,4.525386993828556e-05,5.4035403140057626e-05,5.0400046411536186e-05,0.03290523435902287,0.007784873240419991
4,16,8,8,0.2,2.6666666666666665,172,,4,0.0008773451319952576,1.0072524543723215e-05,3.2095113831803796e-05,6.703725277245258e-05,5.249580637157948e-05,4.0425174379889767e-05,3.3978055982514345e-05,0.028094416868926532,0.018377042683796273
5,16,8,8,0.3,2.6666666666666665,173,,5,0.0008685760764655034,4.317406295619356e-06,3.071521702602003e-05,6.015386060961453e-05,5.4064716397319894e-05,3.731280008214345e-05,3.0713970608368874e-05,0.026170409705364234,0.02202681905108214
6,16,8,8,0.4,2.6666666666666665,174,,6,0.0008646538522307443,3.2831289567585574e-06,3.3153266672065214e-05,5.660682288271516e-05,5.4951990407151e-05,3.699880222967248e-05,3.073860075791896e-05,0.025010443793058362,0.023993290007526234
7,16,8,8,0.5,2.6666666666666665,175,,7,0.0008625104986480919,4.187566156488914e-06,3.664738020283356e-05,5.4071420757790207e-05,5.585383144196035e-05,3.769004963976826e-05,3.193252415306592e-05,0.024197445741721578,0.025242598985314953
0,16,8,8,0.6,2.6666666666666665,176,,0,0.0008629370282852125,6.886747885826019e-06,4.397400646555069e-05,5.355283934089509e-05,5.7556064478680684e-05,4.0492414542738127e-05,3.547173542038821e-05,0.023754290642066044,0.025760492858852842
1,16,8,8,0.7,2.6666666666666665,177,,1,0.0008659968725302651,1.1161696741276904e-05,5.424888184730484e-05,5.391301979088239e-05,5.965388686638094e-05,4.474437131146127e-05,4.073134397240448e-05,0.023477142321397266,0.02595567380626088
2,16,8,8,0.8,2.6666666666666665,178,,2,0.0008738952019969559,1.640810480765023e-05,7.12339930028463e-05,5.554491876763151e-05,6.13807005054649e-05,5.114192927089824e-05,4.870163581568158e-05,0.02320455871051445,0.026184300071930084
3,16,8,8,0.9,2.6666666666666665,179,,3,0.0008851793161242164,2.1480096601160662e-05,0.00010371215120536573,5.5218316775669164e-05,6.180434238961765e-05,6.055372674295331e-05,6.123452579638995e-05,0.02277027364069032,0.026827846031610827
4,16,8,8,0.99,2.6666666666666665,180,,4,0.0009172227918379141,2.908010873045573e-05,0.00022498067351813046,6.83348665909802e-05,6.061732046370136e-05,9.575324232581694e-05,0.00010617895859197565,0.02223343976704574,0.02782470211565303
5,16,8,8,0.999,2.6666666666666665,181,,5,0.0009224337724048122,2.9743154094217688e-05,0.00024374872429290792,6.973229643884385e-05,6.0397680738794664e-05,0.00010090546389119104,0.00011285228899198164,0.02216927360418301,0.027952284121120108
6,16,10,8,0.001,2.6666666666666665,182,,6,0.0015592399275331686,0.0013364596068916156,0.00010405779732877245,0.0005119995715928106,5.329237792215515e-05,0.0005014523384338385,0.0005743877929926238,-0.06709853738517603,0.349734037668889
7,16,10,8,0.01,2.6666666666666665,183,,7,0.0017989616220516825,0.0013580003913749238,0.0007853358143440236,0.0005990065176889367,2.16994226684971e-05,0.0006910105365190953,0.0008178963919658881,-0.011607129342752745,0.1068759465329447
0,16,10,8,0.1,2.6666666666666665,184,,0,0.0009024161682608175,2.9770976586476317e-05,5.540531167343135e-05,8.676270149525252e-05,4.609082052413082e-05,5.450745256982275e-05,5.053434975653312e-05,0.03319081191866124,0.007265248355087021
1,16,10,8,0.2,2.6666666666666665,185,,1,0.0008765345978926626,8.736610655816231e-06,3.4002072501333005e-05,7.332768035244089e-05,5.385787227003986e-05,4.2481058944907497e-05,3.5443819822796536e-05,0.028497821955093712,0.017680011373465167
2,16,10,8,0.3,2.6666666666666665,186,,2,0.0008674358849417985,3.198446021444192e-06,3.557247585289235e-05,6.990874616048938e-05,5.591934759880796e-05,4.114975390840847e-05,3.3894989584661744e-05,0.02668523964437223,0.021134495533305382
3,16,10,8,0.4,2.6666666666666665,187,,3,0.0008646066304560041,3.0063159575556423e-06,3.8522625079235065e-05,6.644629723537579e-05,5.6986177404033026e-05,4.124035391904988e-05,3.441505945216504e-05,0.02552961249853785,0.023097829724387817
4,16,10,8,0.5,2.6666666666666665,188,,4,0.0008642023049392444,4.6627032769723505e-06,4.1230450647137055e-05,6.346608290814078e-05,5.795746298536959e-05,4.182917495440494e-05,3.553497562362153e-05,0.024694457192841742,0.02438575717200284
5,16,10,8,0.6,2.6666666666666665,189,,5,0.0008653361779797967,7.58743380946893e-06,4.829312583557842e-05,6.310455523145588e-05,5.9496038899478596e-05,4.462028844399546e-05,3.9060285570171536e-05,0.024178469025702885,0.025041134940920695
6,16,10,8,0.7,2.6666666666666665,190,,6,0.0008668937453741281,1.1444428781389278e-05,5.6765213723033706e-05,6.356116905269121e-05,6.13762438187735e-05,4.828676384397192e-05,4.3559449646718447e-05,0.023835098043460595,0.025366075903049512
7,16,10,8,0.8,2.6666666666666665,191,,7,0.0008721189168582936,1.5864368570693408e-05,6.877670631096846e-05,6.570451143061733e-05,6.308333919153352e-05,5.335723137595318e-05,4.9678333397579104e-05,0.02353924287236711,0.025638548508245377
0,16,10,8,0.9,2.6666666666666665,192,,0,0.0008839100635285274,1.9776941501811574e-05,9.979606199275055e-05,6.970250943004236e-05,6.330136857773476e-05,6.314422037558481e-05,6.20249808328169e-05,0.02304931271988387,0.02639561855275484
1,16,10,8,0.99,2.6666666666666665,193,,1,0.0009067205041815386,2.3499173471094145e-05,0.0002024110355015004,8.663255456528483e-05,6.227036466275359e-05,9.370328205015823e-05,0.00010012055619553793,0.02252556272328053,0.027359631178117197
2,16,10,8,0.999,2.6666666666666665,194,,2,0.0009121482602476757,2.3623608103381937e-05,0.0002245873511225442,9.0269384424174e-05,6.212625476502953e-05,0.00010015164960378241,0.00010813625960684265,0.022477398134469067,0.02745324683225104
3,32,2,8,0.001,2.6666666666666665,195,,3,0.001543505552326063,0.0013400445339728701,9.603869240430906e-05,0.00047145393560503874,5.5020527444312806e-05,0.0004906394223566327,0.0005664401526339517,-0.0638612408721702,0.34429242116362424
4,32,2,8,0.01,2.6666666666666665,196,,4,0.001784069834431595,0.0014226232109739,0.0007053173283766239,0.0005942443685915356,3.0953862934368554e-05,0.0006882846927191071,0.0008135132183711587,-0.015663444510981804,0.12028464825391019
5,32,2,8,0.1,2.6666666666666665,197,,5,0.000910479209993515,2.3545474142752227e-05,1.4418468799256559e-05,1.8734352372479425e-05,4.7909523085460314e-05,2.6151954599987132e-05,2.3761960223659552e-05,0.04130620436745313,-0.019351075593800587
6,32,2,8,0.2,2.6666666666666665,198,,6,0.0008880859306140176,1.1387671176698703e-05,5.538330570545248e-06,2.320655641745411e-05,5.5613764906129603e-05,2.3936580767706915e-05,1.8778720803011935e-05,0.03619313224537821,-0.007607240836492529
7,32,2,8,0.3,2.6666666666666665,199,,7,0.0008800596882295216,7.730618355436578e-06,5.449632842115701e-06,2.8705069189930177e-05,5.702427866264195e-05,2.47273997625311e-05,1.8681641707946115e-05,0.034257189186163176,-0.003786049851556658
0,32,2,8,0.4,2.6666666666666665,200,,0,0.0008783492594755377,8.152106966891163e-06,6.858075964916871e-06,3.5062061774626556e-05,5.783806097380636e-05,2.697757642006024e-05,2.0486748102008167e-05,0.0330396734536349,-0.0016538337676062949
1,32,2,8,0.5,2.6666666666666665,201,,1,0.0008778465307002206,9.935997082788461e-06,1.0162239476634368e-05,4.4045268545148313e-05,5.8916024292781934e-05,3.0764882349338266e-05,2.3859627659462653e-05,0.03221593121923483,-0.0004008002537816309
2,32,2,8,0.6,2.6666666666666665,202,,2,0.0008784313613257535,1.2151010185425714e-05,1.641002771842343e-05,5.3939237694871516e-05,6.0669578405104226e-05,3.579246350095622e-05,2.8621815317945674e-05,0.03170312265393779,0.0001621284604433615
3,32,2,8,0.7,2.6666666666666665,203,,3,0.0008794053691841716,1.4856596401357377e-05,2.8217973048824893e-05,6.174473840633969e-05,6.261077567423017e-05,4.185752088268803e-05,3.5084108830155735e-05,0.031231946535290652,0.0006563826287538377
4,32,2,8,0.8,2.6666666666666665,204,,4,0.0008856815744286144,1.7878621910904686e-05,4.737848451173927e-05,7.322665381738242e-05,6.426174791878375e-05,5.068637703970253e-05,4.4667102430242346e-05,0.030639885149585974,0.001492479197178341
5,32,2,8,0.9,2.6666666666666665,205,,5,0.0008925834987315737,2.0432773646053267e-05,9.150092336157954e-05,9.907071790994075e-05,6.482252595391093e-05,6.895673521787112e-05,6.46267729798529e-05,0.029728509036102534,0.003199550481816844
6,32,2,8,0.99,2.6666666666666665,206,,6,0.0008999724048942317,2.0004428496644146e-05,0.0001855898832142032,0.00012403144498603362,6.226712380028355e-05,9.797322012429114e-05,9.958119870133531e-05,0.028391203311174153,0.006180428832359034
7,32,2,8,0.999,2.6666666666666665,207,,7,0.0009032017684910641,1.9957552172565293e-05,0.00019872408830423597,0.00012653850020594872,6.191201624408769e-05,0.00010178303923170942,0.00010430229956727316,0.028268909343417074,0.006465670793259819
0,32,4,8,0.001,2.6666666666666665,208,,0,0.0015442063935583628,0.0013353380236655822,9.67273217574848e-05,0.0004779458834995607,5.602078211735744e-05,0.0004915080027599963,0.0005663495594105088,-0.0642282733305157,0.34638728679224795
1,32,4,8,0.01,2.6666666666666665,209,,1,0.0017903392987182495,0.001389333389510165,0.0007607508423398123,0.0005803951433774312,2.6736302474651147e-05,0.0006893039194255148,0.0008178833182586729,-0.013599976561683194,0.11401136563989364
2,32,4,8,0.1,2.6666666666666665,210,,2,0.0009107714262590141,2.121642947487409e-05,1.610852421550872e-05,1.920994626904868e-05,4.449163033842305e-05,2.5256632574463632e-05,2.3058580664706224e-05,0.03921819738963929,-0.013116077595544302
3,32,4,8,0.2,2.6666666666666665,211,,3,0.0008936766562726398,1.287675478386122e-05,5.645183862705863e-06,2.010481243357236e-05,5.223681264619815e-05,2.2715890931584396e-05,1.8230917062150783e-05,0.03398680681524814,-0.0011138159479839212
4,32,4,8,0.3,2.6666666666666665,212,,4,0.0008922048028253643,1.26661850275025e-05,3.9716831717595205e-06,2.3737846596537503e-05,5.373232831800614e-05,2.3527010778451414e-05,1.8457651885511283e-05,0.031870669601691055,0.0031023632860682354
5,32,4,8,0.4,2.6666666666666665,213,,5,0.0008925007209009177,1.3152125049324559e-05,3.41777500594963e-06,3.218550509219141e-05,5.568610987662319e-05,2.6110378756022198e-05,2.0168569179893834e-05,0.03091606272733495,0.004654512041774382
6,32,4,8,0.5,2.6666666666666665,214,,6,0.0008948510473659852,1.4319102112632785e-05,4.663137602511346e-06,4.383381370223911e-05,5.789397842943743e-05,3.017750796170517e-05,2.328204526032747e-05,0.030303052704954505,0.005444453264970322
7,32,4,8,0.6,2.6666666666666665,215,,7,0.0008993204680825981,1.5767117009819565e-05,7.63209082318348e-06,5.4060106662702814e-05,5.9797676955431805e-05,3.431424786278442e-05,2.6776033214023456e-05,0.029666313771817686,0.006307412613399795
0,32,4,8,0.7,2.6666666666666665,216,,0,0.0009003255279201907,1.6862764875523712e-05,1.3061219434172094e-05,5.8148235782426765e-05,6.158060648203864e-05,3.741320664354031e-05,2.9929468480642837e-05,0.02902412444765453,0.007212574411549232
1,32,4,8,0.8,2.6666666666666665,217,,1,0.00089404466917016,1.730484213604478e-05,2.4871196022816942e-05,6.337458594061572e-05,6.388976003015236e-05,4.236009603240745e-05,3.526940371474859e-05,0.02858525955564632,0.007710891047840323
2,32,4,8,0.9,2.6666666666666665,218,,2,0.0008896162003573777,1.972474782303283e-05,5.606167048233435e-05,5.865063787248056e-05,6.599849014115596e-05,5.010888657975093e-05,4.6036994104061816e-05,0.028173288659482966,0.008244750131143022
