train_error,train_error_std,train_error_se,test_error,test_error_std,test_error_se
8.315285809946717e-07,1.0627256739189657e-07,1.0627256739189657e-07,2.454313602596786e-05,5.1250186498368566e-05,5.1250186498368566e-05
