train_error,train_error_std,train_error_se,test_error,test_error_std,test_error_se
8.648717948489799e-07,1.1076407002893447e-07,1.1076407002893447e-07,2.64107716515367e-05,3.201117035581492e-06,3.201117035581492e-06
