Unnamed: 0,cdens,knum,type_complex,k_alph,num_complex,grid_id,save_path,grid_id_old,coef,shift,train_rss,train_mse,train_nmse
3,16,8,8,0.9,2.6666666666666665,179,,3,0.022770273640690314,0.02682784603161085,6.507380890522555e-05,3.2536904452612773e-06,2344531052297.2207
4,16,8,8,0.99,2.6666666666666665,180,,4,0.02223343976704573,0.027824702115653105,0.00011180370032489593,5.590185016244797e-06,4028152824974.7515
5,16,8,8,0.999,2.6666666666666665,181,,5,0.02216927360418302,0.02795228412112007,0.00011877383746159987,5.938691873079994e-06,4279278481067.4004
6,16,10,8,0.001,2.6666666666666665,182,,6,-0.06709853738517502,0.3497340376688849,0.0004835935206909674,2.417967603454837e-05,17423292796661.016
7,16,10,8,0.01,2.6666666666666665,183,,7,-0.011607129342752704,0.1068759465329445,0.0007385088209356259,3.6925441046781294e-05,26607584406204.07
0,16,10,8,0.1,2.6666666666666665,184,,0,0.03319081191866124,0.007265248355087007,5.3405307636196724e-05,2.670265381809836e-06,1924128988559.858
1,16,10,8,0.2,2.6666666666666665,185,,1,0.02849782195509372,0.017680011373465143,3.952198856391677e-05,1.9760994281958387e-06,1423929703755.1726
2,16,10,8,0.3,2.6666666666666665,186,,2,0.02668523964437223,0.021134495533305396,3.841559680573284e-05,1.920779840286642e-06,1384067739676.109
3,16,10,8,0.4,2.6666666666666665,187,,3,0.02552961249853785,0.023097829724387862,3.892099269500294e-05,1.946049634750147e-06,1402276545584.8403
4,16,10,8,0.5,2.6666666666666665,188,,4,0.024694457192841753,0.024385757172002816,3.9881042724443124e-05,1.994052136222156e-06,1436865993223.5908
5,16,10,8,0.6,2.6666666666666665,189,,5,0.024178469025702885,0.02504113494092069,4.331957132100658e-05,2.165978566050329e-06,1560752042073.0789
6,16,10,8,0.7,2.6666666666666665,190,,6,0.023835098043460602,0.02536607590304951,4.7716414572702084e-05,2.3858207286351044e-06,1719165015112.6177
7,16,10,8,0.8,2.6666666666666665,191,,7,0.02353924287236711,0.025638548508245367,5.3795509475942455e-05,2.6897754737971227e-06,1938187491440.4834
0,16,10,8,0.9,2.6666666666666665,192,,0,0.023049312719883856,0.026395618552754813,6.647363267447101e-05,3.3236816337235506e-06,2394965018741.687
1,16,10,8,0.99,2.6666666666666665,193,,1,0.02252556272328052,0.027359631178117252,0.00010649923963890635,5.3249619819453175e-06,3837039487624.158
2,16,10,8,0.999,2.6666666666666665,194,,2,0.022477398134469053,0.027453246832251078,0.00011499060275657665,5.749530137828832e-06,4142973085805.018
3,32,2,8,0.001,2.6666666666666665,195,,3,-0.0638612408721687,0.34429242116361686,0.0004739195684445959,2.3695978422229795e-05,17074751934805.346
4,32,2,8,0.01,2.6666666666666665,196,,4,-0.01566344451098179,0.12028464825391012,0.0007275565139804744,3.6377825699023715e-05,26212985962027.527
5,32,2,8,0.1,2.6666666666666665,197,,5,0.04130620436745312,-0.019351075593800535,2.4261607707015803e-05,1.2130803853507902e-06,874116539429.8042
6,32,2,8,0.2,2.6666666666666665,198,,6,0.03619313224537822,-0.007607240836492602,2.054939775858225e-05,1.0274698879291124e-06,740370080705.9128
7,32,2,8,0.3,2.6666666666666665,199,,7,0.03425718918616318,-0.0037860498515566617,2.0985895654114077e-05,1.0492947827057038e-06,756096574783.234
0,32,2,8,0.4,2.6666666666666665,200,,0,0.0330396734536349,-0.0016538337676062949,2.301837787913028e-05,1.150918893956514e-06,829324464312.9951
1,32,2,8,0.5,2.6666666666666665,201,,1,0.03221593121923484,-0.0004008002537816517,2.663304165510519e-05,1.3316520827552596e-06,959556451789.3971
2,32,2,8,0.6,2.6666666666666665,202,,2,0.0317031226539378,0.00016212846044334067,3.170302546779977e-05,1.5851512733899884e-06,1142221869466.403
3,32,2,8,0.7,2.6666666666666665,203,,3,0.031231946535290656,0.0006563826287537648,3.846154248354204e-05,1.9230771241771018e-06,1385723107175.7952
4,32,2,8,0.8,2.6666666666666665,204,,4,0.030639885149585974,0.0014924791971783202,4.854980540406817e-05,2.4274902702034087e-06,1749191084213.372
5,32,2,8,0.9,2.6666666666666665,205,,5,0.029728509036102538,0.0031995504818168284,6.991216536083649e-05,3.4956082680418248e-06,2518851214941.822
6,32,2,8,0.99,2.6666666666666665,206,,6,0.028391203311174153,0.0061804288323591,0.00010721728000639559,5.36086400031978e-06,3862909618275.8506
7,32,2,8,0.999,2.6666666666666665,207,,7,0.028268909343417074,0.0064656707932598395,0.00011223292223963121,5.61164611198156e-06,4043617174216.8394
0,32,4,8,0.001,2.6666666666666665,208,,0,-0.06422827333051723,0.3463872867922547,0.0004744824016548988,2.372412008274494e-05,17095030138294.883
1,32,4,8,0.01,2.6666666666666665,209,,1,-0.013599976561683194,0.11401136563989356,0.000735022431366892,3.67511215683446e-05,26481973984103.125
2,32,4,8,0.1,2.6666666666666665,210,,2,0.039218197389639234,-0.013116077595544201,2.3682406165640927e-05,1.1841203082820463e-06,853248604662.5376
3,32,4,8,0.2,2.6666666666666665,211,,3,0.033986806815248134,-0.0011138159479838795,1.966332806386647e-05,9.831664031933234e-07,708446055530.3427
4,32,4,8,0.3,2.6666666666666665,212,,4,0.031870669601691035,0.003102363286068284,2.005067034990019e-05,1.0025335174950095e-06,722401532130.7131
5,32,4,8,0.4,2.6666666666666665,213,,5,0.030916062727334943,0.004654512041774313,2.205857550817643e-05,1.1029287754088217e-06,794743939511.5786
6,32,4,8,0.5,2.6666666666666665,214,,6,0.030303052704954498,0.0054444532649703115,2.5557432115372448e-05,1.2778716057686224e-06,920803534010.7047
7,32,4,8,0.6,2.6666666666666665,215,,7,0.029666313771817693,0.006307412613399777,2.938456776419603e-05,1.4692283882098015e-06,1058690627466.2106
0,32,4,8,0.7,2.6666666666666665,216,,0,0.02902412444765453,0.007212574411549249,3.273288647373425e-05,1.6366443236867126e-06,1179326522606.9624
1,32,4,8,0.8,2.6666666666666665,217,,1,0.02858525955564629,0.007710891047840434,3.848399833615074e-05,1.924199916807537e-06,1386532164531.322
2,32,4,8,0.9,2.6666666666666665,218,,2,0.028173288659482966,0.008244750131142974,4.9482597227302516e-05,2.474129861365126e-06,1782798451473.6316
3,32,4,8,0.99,2.6666666666666665,219,,3,0.027890230997989117,0.008694892616833337,8.38713295431768e-05,4.19356647715884e-06,3021783107821.753
4,32,4,8,0.999,2.6666666666666665,220,,4,0.027824855990379718,0.008841914034379528,8.765739105159512e-05,4.3828695525797564e-06,3158190349409.869
5,32,6,8,0.001,2.6666666666666665,221,,5,-0.06434388462734558,0.34673254918113466,0.0004740048801974252,2.370024400987126e-05,17077825614631.363
6,32,6,8,0.01,2.6666666666666665,222,,6,-0.013338734649808271,0.1131567475829391,0.0007361712671758677,3.680856335879338e-05,26523365156272.824
7,32,6,8,0.1,2.6666666666666665,223,,7,0.038519516908671045,-0.010811937440847998,2.333814701394267e-05,1.1669073506971335e-06,840845361564.0804
0,32,6,8,0.2,2.6666666666666665,224,,0,0.03373428319083812,0.0002790392002827713,1.927514038774454e-05,9.63757019387227e-07,694460120542.0825
1,32,6,8,0.3,2.6666666666666665,225,,1,0.03206127203700489,0.0035387756132745987,1.947888700177096e-05,9.73944350088548e-07,701800865942.1415
2,32,6,8,0.4,2.6666666666666665,226,,2,0.031168269647297693,0.004943972126040953,2.069600346452067e-05,1.0348001732260334e-06,745652107926.9901
3,32,6,8,0.5,2.6666666666666665,227,,3,0.030449408076139953,0.005939789030656648,2.2546052847468915e-05,1.1273026423734456e-06,812307161620.292
4,32,6,8,0.6,2.6666666666666665,228,,4,0.029772034377401717,0.0068610890120899305,2.5253297287399542e-05,1.262664864369977e-06,909845922027.2714
5,32,6,8,0.7,2.6666666666666665,229,,5,0.029182152200228753,0.007623175467718558,2.9575575440441615e-05,1.4787787720220807e-06,1065572404262.7267
6,32,6,8,0.8,2.6666666666666665,230,,6,0.028578704479853487,0.008472443539225386,3.6775453361349065e-05,1.8387726680674533e-06,1324975344436.4216
7,32,6,8,0.9,2.6666666666666665,231,,7,0.02804973217011385,0.009254226632348837,4.919032569514406e-05,2.459516284757203e-06,1772268259767.073
0,32,6,8,0.99,2.6666666666666665,232,,0,0.027470123317239064,0.010383510267571863,7.764139574492665e-05,3.882069787246333e-06,2797326087563.015
1,32,6,8,0.999,2.6666666666666665,233,,1,0.027325757864828732,0.010708343403901987,8.389044530257407e-05,4.194522265128703e-06,3022471825636.94
2,32,8,8,0.001,2.6666666666666665,234,,2,-0.06423268406990292,0.34624958997729716,0.00047436751928667747,2.3718375964333873e-05,17090891064769.176
3,32,8,8,0.01,2.6666666666666665,235,,3,-0.013763800632718353,0.11445182460144597,0.0007342494827572852,3.671247413786426e-05,26454125575541.51
4,32,8,8,0.1,2.6666666666666665,236,,4,0.03849898139374127,-0.01066584788554795,2.4521528531349977e-05,1.2260764265674988e-06,883481174050.7418
5,32,8,8,0.2,2.6666666666666665,237,,5,0.03311788593014976,0.0017811776391017803,1.9817003072571504e-05,9.908501536285751e-07,713982781225.8639
6,32,8,8,0.3,2.6666666666666665,238,,6,0.03124857152961484,0.0055154482253695555,1.9046879126013503e-05,9.523439563006752e-07,686236141875.8823
7,32,8,8,0.4,2.6666666666666665,239,,7,0.030348989749978197,0.006978460542120247,1.9791548817503105e-05,9.895774408751552e-07,713065695036.7356
0,32,8,8,0.5,2.6666666666666665,240,,0,0.02972301998573352,0.007813723153461669,2.1147576924928985e-05,1.0573788462464493e-06,761921756471.1926
1,32,8,8,0.6,2.6666666666666665,241,,1,0.02913961782147896,0.00856698026022312,2.2870586588559003e-05,1.1435293294279502e-06,823999721903.8319
2,32,8,8,0.7,2.6666666666666665,242,,2,0.028642121288682744,0.00915104842643362,2.5649620347040207e-05,1.2824810173520104e-06,924124965096.9998
3,32,8,8,0.8,2.6666666666666665,243,,3,0.028280891049433182,0.00947979286293476,3.111603053213489e-05,1.5558015266067445e-06,1121073148078.1733
4,32,8,8,0.9,2.6666666666666665,244,,4,0.02811911778917096,0.009452658682857811,4.091042789317528e-05,2.045521394658764e-06,1473953502522.1736
5,32,8,8,0.99,2.6666666666666665,245,,5,0.027980549147598364,0.009578981758317728,6.552947852310946e-05,3.276473926155473e-06,2360948280467.6694
6,32,8,8,0.999,2.6666666666666665,246,,6,0.02802068839790427,0.009485173201226825,7.122483597385754e-05,3.5612417986928773e-06,2566145158011.116
7,32,10,8,0.001,2.6666666666666665,247,,7,-0.06412363997360074,0.3457534914471476,0.00047513132289376766,2.375656614468838e-05,17118409989891.38
0,32,10,8,0.01,2.6666666666666665,248,,0,-0.013815658473391654,0.11460530977181216,0.0007340123179563967,3.6700615897819837e-05,26445580813070.258
1,32,10,8,0.1,2.6666666666666665,249,,1,0.03876312221457912,-0.011166877032021068,2.4303872097102684e-05,1.2151936048551343e-06,875639274561.3748
2,32,10,8,0.2,2.6666666666666665,250,,2,0.0335358070489857,0.0010178825828829376,1.96853495845768e-05,9.8426747922884e-07,709239464430.0642
3,32,10,8,0.3,2.6666666666666665,251,,3,0.03160197061037921,0.004924454685263896,1.9109557679868132e-05,9.554778839934065e-07,688494374770.1528
4,32,10,8,0.4,2.6666666666666665,252,,4,0.030400677565824534,0.007059246026409317,1.986225888983872e-05,9.93112944491936e-07,715613293880.1118
5,32,10,8,0.5,2.6666666666666665,253,,5,0.029686079682337857,0.008095387975860503,2.103977666316972e-05,1.051988833158486e-06,758037842721.6769
6,32,10,8,0.6,2.6666666666666665,254,,6,0.02920930846686605,0.00861353220243078,2.2876641532321416e-05,1.1438320766160708e-06,824217874243.6091
7,32,10,8,0.7,2.6666666666666665,255,,7,0.02879246978317826,0.009023282393278279,2.5742742321128918e-05,1.287137116056446e-06,927480037799.4471
0,32,10,8,0.8,2.6666666666666665,256,,0,0.028316152183893602,0.009616367966131845,3.127538409168632e-05,1.563769204584316e-06,1126814465129.5012
1,32,10,8,0.9,2.6666666666666665,257,,1,0.028036068209296255,0.009856079104748842,4.194193881429217e-05,2.097096940714609e-06,1511117600121.939
2,32,10,8,0.99,2.6666666666666665,258,,2,0.02794696628809234,0.009880301641805095,7.045619526641037e-05,3.5228097633205184e-06,2538451957981.989
3,32,10,8,0.999,2.6666666666666665,259,,3,0.027923916725934,0.009931507638284747,7.551631797229795e-05,3.7758158986148974e-06,2720762091843.4634
