Unnamed: 0,cdens,knum,type_complex,k_alph,num_complex,grid_id,save_path,grid_id_old,jack_mse_mean,jack_mse_std,jack_mse_se
7,16,8,8,0.5,2.6666666666666665,175,,7,1.9563434714515563e-06,1.5367463288416348e-07,1.5367463288416348e-07
0,16,8,8,0.6,2.6666666666666665,176,,0,2.1475822023523234e-06,1.60662603047242e-07,1.60662603047242e-07
1,16,8,8,0.7,2.6666666666666665,177,,1,2.4313970152824084e-06,1.6956740293100838e-07,1.6956740293100838e-07
2,16,8,8,0.8,2.6666666666666665,178,,2,2.8688671261233904e-06,1.7591771624174294e-07,1.7591771624174294e-07
3,16,8,8,0.9,2.6666666666666665,179,,3,3.5691952118124593e-06,1.9700138931215566e-07,1.9700138931215566e-07
4,16,8,8,0.99,2.6666666666666665,180,,4,6.155858032745985e-06,3.6002822224273543e-07,3.6002822224273543e-07
5,16,8,8,0.999,2.6666666666666665,181,,5,6.5420292345905e-06,3.855954204614505e-07,3.855954204614505e-07
6,16,10,8,0.001,2.6666666666666665,182,,6,2.680400660255373e-05,1.9801959501026757e-06,1.9801959501026757e-06
7,16,10,8,0.01,2.6666666666666665,183,,7,4.0602721129220135e-05,2.2219706157967153e-06,2.2219706157967153e-06
0,16,10,8,0.1,2.6666666666666665,184,,0,2.929212959149364e-06,1.4104323496179866e-07,1.4104323496179866e-07
1,16,10,8,0.2,2.6666666666666665,185,,1,2.158683102734799e-06,1.5219926375659519e-07,1.5219926375659519e-07
2,16,10,8,0.3,2.6666666666666665,186,,2,2.096089455267622e-06,1.6413036718465563e-07,1.6413036718465563e-07
3,16,10,8,0.4,2.6666666666666665,187,,3,2.123413772794442e-06,1.7043240130837825e-07,1.7043240130837825e-07
4,16,10,8,0.5,2.6666666666666665,188,,4,2.1761716903078038e-06,1.7400768866610775e-07,1.7400768866610775e-07
5,16,10,8,0.6,2.6666666666666665,189,,5,2.3653129688480554e-06,1.8214552418560026e-07,1.8214552418560026e-07
6,16,10,8,0.7,2.6666666666666665,190,,6,2.6070824945667847e-06,1.9121286758731592e-07,1.9121286758731592e-07
7,16,10,8,0.8,2.6666666666666665,191,,7,2.942002418389043e-06,1.9705836020687165e-07,1.9705836020687165e-07
0,16,10,8,0.9,2.6666666666666665,192,,0,3.643485335177911e-06,2.0880333224424505e-07,2.0880333224424505e-07
1,16,10,8,0.99,2.6666666666666665,193,,1,5.859172852213415e-06,3.336168254824566e-07,3.336168254824566e-07
2,16,10,8,0.999,2.6666666666666665,194,,2,6.329563058242491e-06,3.653512670819785e-07,3.653512670819785e-07
3,32,2,8,0.001,2.6666666666666665,195,,3,2.626848302898484e-05,1.9823849111924953e-06,1.9823849111924953e-06
4,32,2,8,0.01,2.6666666666666665,196,,4,4.0022386861648636e-05,2.2554098645049267e-06,2.2554098645049267e-06
5,32,2,8,0.1,2.6666666666666665,197,,5,1.3233541431631615e-06,1.1705068799514069e-07,1.1705068799514069e-07
6,32,2,8,0.2,2.6666666666666665,198,,6,1.114336018796111e-06,1.3242481118921633e-07,1.3242481118921633e-07
7,32,2,8,0.3,2.6666666666666665,199,,7,1.1374631977469561e-06,1.3760922249006672e-07,1.3760922249006672e-07
0,32,2,8,0.4,2.6666666666666665,200,,0,1.2490839464844025e-06,1.4130869763736884e-07,1.4130869763736884e-07
1,32,2,8,0.5,2.6666666666666665,201,,1,1.4476344884990761e-06,1.4840695461226972e-07,1.4840695461226972e-07
2,32,2,8,0.6,2.6666666666666665,202,,2,1.7258146250629657e-06,1.611252124375178e-07,1.611252124375178e-07
3,32,2,8,0.7,2.6666666666666665,203,,3,2.096653119363467e-06,1.8151869717080113e-07,1.8151869717080113e-07
4,32,2,8,0.8,2.6666666666666665,204,,4,2.650485077831081e-06,2.164550540553125e-07,2.164550540553125e-07
5,32,2,8,0.9,2.6666666666666665,205,,5,3.823396084999361e-06,3.0030167845654775e-07,3.0030167845654775e-07
6,32,2,8,0.99,2.6666666666666665,206,,6,5.8888997469158326e-06,3.543531712306572e-07,3.543531712306572e-07
7,32,2,8,0.999,2.6666666666666665,207,,7,6.167019808927412e-06,3.680473045558061e-07,3.680473045558061e-07
0,32,4,8,0.001,2.6666666666666665,208,,0,2.629885507208737e-05,1.9826577781139594e-06,1.9826577781139594e-06
1,32,4,8,0.01,2.6666666666666665,209,,1,4.041863051713122e-05,2.252378447494604e-06,2.252378447494604e-06
2,32,4,8,0.1,2.6666666666666665,210,,2,1.292574369268089e-06,1.0888088968571355e-07,1.0888088968571355e-07
3,32,4,8,0.2,2.6666666666666665,211,,3,1.0666973725840598e-06,1.2232822609173045e-07,1.2232822609173045e-07
4,32,4,8,0.3,2.6666666666666665,212,,4,1.0873098378846054e-06,1.2836254348109638e-07,1.2836254348109638e-07
5,32,4,8,0.4,2.6666666666666665,213,,5,1.1974335136951801e-06,1.3722283515741021e-07,1.3722283515741021e-07
6,32,4,8,0.5,2.6666666666666665,214,,6,1.3894908480475203e-06,1.4970470202574703e-07,1.4970470202574703e-07
7,32,4,8,0.6,2.6666666666666665,215,,7,1.5997792078625423e-06,1.6218931587415134e-07,1.6218931587415134e-07
0,32,4,8,0.7,2.6666666666666665,216,,0,1.7833785865107242e-06,1.7291225798320073e-07,1.7291225798320073e-07
1,32,4,8,0.8,2.6666666666666665,217,,1,2.0976650866366118e-06,1.966576534993756e-07,1.966576534993756e-07
2,32,4,8,0.9,2.6666666666666665,218,,2,2.7030170618279965e-06,2.1977036878650778e-07,2.1977036878650778e-07
3,32,4,8,0.99,2.6666666666666665,219,,3,4.6031252927704805e-06,2.7449402412536845e-07,2.7449402412536845e-07
4,32,4,8,0.999,2.6666666666666665,220,,4,4.8125899434876825e-06,2.783497297607021e-07,2.783497297607021e-07
5,32,6,8,0.001,2.6666666666666665,221,,5,2.6273056459078912e-05,1.9713867367313605e-06,1.9713867367313605e-06
