outer_resampling_id,train_mse
0,4.021235181736541e-06
1,4.743197011991745e-06
2,4.928472878174298e-06
3,4.725028986465334e-06
4,4.799416222057324e-06
5,4.9605248004204565e-06
6,4.737947869122415e-06
7,4.927306164676412e-06
8,4.833292636098076e-06
9,4.642810182632158e-06
10,4.6735917314829945e-06
11,4.655311827551026e-06
12,4.884145584757391e-06
13,4.958253584126629e-06
14,4.812178253626792e-06
15,4.544027110491489e-06
16,3.655332306004527e-06
17,4.943308292081529e-06
18,4.911669082100786e-06
19,3.997839010014397e-06
