outer_resampling_id,train_mse
0,7.601799247882589e-06
1,8.244329579976025e-06
2,8.357043792349387e-06
3,8.117960618701052e-06
4,8.202108653173944e-06
5,8.41311422526343e-06
6,8.239701537414774e-06
7,8.396192331819486e-06
8,8.241178254905053e-06
9,8.026603996154795e-06
10,8.060652126292544e-06
11,8.040412683535581e-06
12,8.363817549599927e-06
13,7.202832898760192e-06
14,7.371193593097378e-06
15,7.772700401306305e-06
16,5.58776807966346e-06
17,7.877749990628445e-06
18,8.271838173390048e-06
19,8.055964440725432e-06
