outer_resampling_id,train_mse
0,1.0532947533978549e-05
1,1.0489307999387002e-05
2,1.0384885988343418e-05
3,1.0479170610650852e-05
4,1.044083289959737e-05
5,1.0544001092606705e-05
6,9.098889852575599e-06
7,9.550486396742084e-06
8,9.019301753216142e-06
9,9.042516879148475e-06
10,9.47357529014959e-06
11,9.830152616352253e-06
12,1.0349730032516296e-05
13,9.931896942132058e-06
14,9.734714205540254e-06
15,9.297414597865021e-06
16,1.0022605223871231e-05
17,1.050076154577456e-05
18,1.0536492624072081e-05
19,1.0308948330924905e-05
