outer_resampling_id,train_mse
0,8.479051756848466e-06
1,7.880231028186525e-06
2,7.033546232407163e-06
3,7.267828805117489e-06
4,8.517407194161419e-06
5,8.922379385230295e-06
6,8.15224788057785e-06
7,8.705110801248814e-06
8,8.718752556454663e-06
9,8.899111782926606e-06
10,8.721837061514116e-06
11,7.231541892101441e-06
12,8.49487537469898e-06
13,8.898809374952346e-06
14,8.893571592678036e-06
15,8.565326890893655e-06
16,8.684224750758533e-06
17,8.884363837630209e-06
18,8.916957700653005e-06
19,8.797521090309309e-06
